work_id,year,decision,ref_check,verified_outbound_links,final_disposition,title
work_c4a1b205c0870b53,2023.0,role_bridge,verified,7,resolved: linked to graph,Development of an educational method to rethink and learn oncological brain surgery in an “a la carte” connectome-based 
work_c5d4203ffdbb350d,2019.0,adjacent_relevant,verified,12,resolved: linked to graph,Multiplexed peroxidase-based electron microscopy labeling enables simultaneous visualization of multiple cell types
work_c6c7c7be755bd0ff,2018.0,role_bridge,verified,7,resolved: linked to graph,Eigenvector-based community detection for identifying information hubs in neuronal networks
work_c6d55d0de76f71ec,2022.0,role_bridge,verified,1,resolved: linked to graph,Dynamic Oscillations Evoked by Subcallosal Cingulate Deep Brain Stimulation
work_c75e4516d8791df4,2015.0,adjacent_relevant,verified,3,resolved: linked to graph,Large-scale imaging in small brains
work_c85ce51f03374702,2015.0,role_bridge,verified,6,resolved: linked to graph,neuTube 1.0: A New Design for Efficient Neuron Reconstruction Software Based on the SWC Format
work_c9bf6cbc3f5f5e1f,2026.0,adjacent_relevant,verified,11,resolved: linked to graph,vEMINR: Ultra‐Fast Isotropic Reconstruction for Volume Electron Microscopy With Implicit Neural Representation
work_ca230af7d754805e,2017.0,adjacent_relevant,verified,14,resolved: linked to graph,"Structural and functional, empirical and modeled connectivity in the cerebral cortex of the rat"
work_cb964ec21532f053,2016.0,role_bridge,verified,3,resolved: linked to graph,Further Insight into the Brain's Rich-Club Architecture
work_cbaba8fab497ba74,2022.0,adjacent_relevant,verified,6,resolved: linked to graph,Deep neural network automated segmentation of cellular structures in volume electron microscopy
work_cbbe61f406dbaa9a,2020.0,adjacent_relevant,verified,7,resolved: linked to graph,Gap junctions: historical discoveries and new findings in the Caenorhabditis elegans nervous system
work_cc1516e30831abf8,2026.0,role_bridge,verified,12,resolved: linked to graph,Embracing the suboptimal organization of the human brain.
work_cc91c8e0ef1cec88,2017.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Connectomics and other novel methods for examining neural systems.
work_cc93f37d9cda41ed,2020.0,adjacent_relevant,verified,8,resolved: linked to graph,Neuronal classification from network connectivity via adjacency spectral embedding
work_cccecad214653fb7,2018.0,adjacent_relevant,verified,5,resolved: linked to graph,Sensorimotor integration in Caenorhabditis elegans: a reappraisal towards dynamic and distributed computations
work_cdaba67073fdedc2,2012.0,adjacent_relevant,verified,0,resolved: verified zero outbound links,Identifying behavioral circuits in Drosophila melanogaster: Moving targets in a flying insect
work_cdc13855d8ed503c,2024.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Whole-brain spatial organization of hippocampal single-neuron projectomes
work_ce7ad39365f63884,2013.0,role_bridge,verified,3,resolved: linked to graph,neuroMAP — Interactive graph-visualization of the fruit fly's neural circuit
work_ce9aa9b4ba4b8580,2025.0,role_bridge,verified,16,resolved: linked to graph,Benchmarking overlapping community detection methods for applications in human connectomics
work_cf8597f57b9fa631,2019.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Reprint of: Mapping human brain lesions and their functional consequences
work_cffa3ab0187dba21,2020.0,adjacent_relevant,verified,4,resolved: linked to graph,An interactive ImageJ plugin for semi-automated image denoising in electron microscopy
work_d009d02c21871957,2016.0,role_bridge,not-in-s2,,unresolved (not-in-s2),Machine Learning on Human Connectome Data from MRI
work_d09866448cd69dbb,2023.0,role_bridge,verified,17,resolved: linked to graph,Connectomic Networks and Their Impact on Clinical Outcomes in Glioma Treatment: A Review
work_d17b4ee773b57bde,2015.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Connectomics and graph theory analyses: Novel insights into network abnormalities in epilepsy
work_d1c176b87a4825be,2019.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Millisecond two-photon optical ribbon imaging for small-animal functional connectome study.
work_d1f2442f6d43b0fa,2024.0,adjacent_relevant,verified,10,resolved: linked to graph,Unambiguous identification of asymmetric and symmetric synapses using volume electron microscopy
work_d27171e633af746f,2022.0,role_bridge,verified,24,resolved: linked to graph,"Igneous: Distributed dense 3D segmentation meshing, neuron skeletonization, and hierarchical downsampling"
work_d2abedfe2fe8e9a8,2015.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),The connectomics of brain disorders
work_d2b5a656b5988a70,2022.0,adjacent_relevant,verified,2,resolved: linked to graph,PointNeuron: 3D Neuron Reconstruction via Geometry and Topology Learning of Point Clouds
work_d2c3bba07feec3fd,2025.0,role_bridge,verified,2,resolved: linked to graph,Buried Treasure? Overlooked and Newly Discovered Evolutionary Contributions to Human Brain Diseases
work_d3a28ecbfb6e7ac0,2017.0,adjacent_relevant,verified,8,resolved: linked to graph,Methods to investigate the structure and connectivity of the nervous system
work_d3be9b5edaedfc45,2018.0,role_bridge,verified,6,resolved: linked to graph,A Survey of Methods for 3D Histology Reconstruction
work_d3cf22e003428382,2012.0,adjacent_relevant,verified,8,resolved: linked to graph,Statistical Inference on Errorfully Observed Graphs
work_d4395c114414a2d9,2023.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Hypergraphs Demonstrate Anastomoses During Divergent Integration
work_d478e4e9b45418c2,2026.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Memory Trade-Offs in Neuromorphic Communication Strategies of the Flywire Connectome on Loihi 2
work_d4793789155c9aab,2021.0,role_bridge,verified,1,resolved: linked to graph,"NEST Desktop, an Educational Application for Neuroscience"
work_d5ad5ca1e8b7dce0,2014.0,role_bridge,verified,0,resolved: verified zero outbound links,On the Changing Roles of Neuroimaging in Rehabilitation Science
work_d5b1332c20a5f502,2026.0,role_bridge,verified,3,resolved: linked to graph,Neuropeptide visualization using split GFP in live C. elegans
work_d5c8af4726aacdfa,2022.0,role_bridge,verified,6,resolved: linked to graph,The Concept of «Peritumoral Zone» in Diffuse Low-Grade Gliomas: Oncological and Functional Implications for a Connectome
work_d818ff83c362d839,2022.0,role_bridge,verified,3,resolved: linked to graph,Imposing Connectome-Derived Topology on an Echo State Network
work_d8903c75ab0f5c33,2021.0,role_bridge,verified,5,resolved: linked to graph,Sequential Semi-supervised Segmentation for Serial Electron Microscopy Image with Small Number of Labels.
work_d8c666468a7edf78,2022.0,role_bridge,not-in-s2,,unresolved (not-in-s2),BrainViewer: interacting with spatial connectome data at the mesoscale
work_d8e0189ccce2bc1e,2026.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Nervous system-wide single-cell morphology atlas of excitatory and inhibitory neurons in larval zebrafish
work_d90f43209def3e2b,2018.0,role_bridge,verified,4,resolved: linked to graph,Structure-based Intensity Propagation for 3D Brain Reconstruction with Multilayer Section Microscopy
work_d9b7b7ed16c392bd,2023.0,adjacent_relevant,no-doi,,unresolved (no-doi),Inferring Causality from Time Series data based on Structural Causal Model and its application to Neural Connectomics
work_dac6806b697ff0a2,2015.0,role_bridge,verified,5,resolved: linked to graph,Possum—A Framework for Three-Dimensional Reconstruction of Brain Images from Serial Sections
work_dbb180626b24dcbb,2020.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),NIMG-69. PERSONALIZED CONNECTOMIC SIGNATURES: BRIDGING THE GAP BETWEEN NEURO-ONCOLOGY AND CONNECTOMICS
work_dbf620e436498336,2020.0,adjacent_relevant,verified,4,resolved: linked to graph,Mesoscopic architecture enhances communication across the macaque connectome revealing structure-function correspondence
work_dc4993b941bc6e35,2019.0,adjacent_relevant,verified,16,resolved: linked to graph,Leveraging Domain Knowledge to Improve Microscopy Image Segmentation With Lifted Multicuts
work_dcf30967b3ef3766,2019.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Neuroscience and education: Cerebral lateralization of networks and oscillations in dyslexia
work_ddf9e040f87db575,2012.0,adjacent_relevant,verified,9,resolved: linked to graph,Computational Methods and Challenges for Large-Scale Circuit Mapping
work_e00a7fb6feedbf91,2016.0,adjacent_relevant,verified,9,resolved: linked to graph,A platform for brain-wide imaging and reconstruction of individual neurons
work_e00aa02a171f6969,2018.0,adjacent_relevant,verified,7,resolved: linked to graph,The Nomenclature of Human White Matter Association Pathways: Proposal for a Systematic Taxonomic Anatomical Classificati
work_e0e948e508cda1e4,2017.0,role_bridge,verified,2,resolved: linked to graph,Suggestive Annotation: A Deep Active Learning Framework for Biomedical Image Segmentation
work_e0fcd7be8bddea39,2025.0,adjacent_relevant,verified,3,resolved: linked to graph,A dynamic bifurcation mechanism explains cortex-wide neural correlates of conscious access.
work_e1dcb9a05897ad2e,2021.0,adjacent_relevant,verified,9,resolved: linked to graph,Interpreting the Entire Connectivity of Individual Neurons in Micropatterned Neural Culture With an Integrated Connectom
work_e2cb4f4ec9b85555,2010.0,role_bridge,verified,0,resolved: verified zero outbound links,V3D enables real-time 3D visualization and quantitative analysis of large-scale biological image data sets
work_e2cbde329dc5c463,2018.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),A Review of Network Inference Techniques for Neural Activation Time Series
work_e2e885d60174dbaa,2025.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),"Sexual dimorphism in pheromone perception across worms, flies, and rodents."
work_e30a6d4c2698e359,2018.0,role_bridge,verified,5,resolved: linked to graph,A Disinhibitory Circuit Motif and Flexible Information Routing in the Brain
work_e3277619bfed476c,2019.0,role_bridge,verified,1,resolved: linked to graph,Mapping brain asymmetry in health and disease through the ENIGMA consortium
work_e4b57c3bbf92905b,2015.0,adjacent_relevant,verified,8,resolved: linked to graph,Measuring macroscopic brain connections in vivo
work_e4ddb9363ec5d96d,2021.0,role_bridge,verified,8,resolved: linked to graph,A quick and versatile protocol for the 3D visualization of transgene expression across the whole body of larval Drosophi
work_e50b457cd2b8a4c8,2016.0,adjacent_relevant,verified,5,resolved: linked to graph,Neural Elements for Predictive Coding
work_e6ba1120353d949e,2018.0,role_bridge,verified,2,resolved: linked to graph,Tracing in 2D to Reduce the Annotation Effort for 3D Deep Delineation
work_e72522d83aedc294,2014.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),From cosmos to connectomes: the evolution of data-intensive science.
work_e7614371d25495f7,2019.0,role_bridge,verified,0,resolved: verified zero outbound links,Connectomics and Molecular Imaging in Neurodegeneration
work_e8031a18fbb0ced6,2011.0,role_bridge,verified,0,resolved: verified zero outbound links,Spatial gradients and multidimensional dynamics in a neural integrator circuit
work_e839761dc3958429,2019.0,role_bridge,verified,0,resolved: verified zero outbound links,Cognitive and non-cognitive outcomes associated with student engagement in a novel brain mapping and connectomics course
work_e88643373ef8c2b8,2017.0,role_bridge,verified,0,resolved: verified zero outbound links,UpSetR: an R package for the visualization of intersecting sets and their properties
work_e967f552dce67b5b,2011.0,core_relevant,verified,5,resolved: linked to graph,Automated Detection and Segmentation of Synaptic Contacts in Nearly Isotropic Serial Electron Microscopy Images
work_e9d8ca26efe55228,2024.0,role_bridge,verified,5,resolved: linked to graph,A recurrent neural circuit in Drosophila temporally sharpens visual inputs
work_ea0df73c9f835456,2013.0,adjacent_relevant,verified,0,resolved: verified zero outbound links,Courtship behavior in Drosophila melanogaster: towards a ‘courtship connectome’
work_eb8b627996721a7c,2015.0,adjacent_relevant,verified,3,resolved: linked to graph,Neuroinformatics of the Allen Mouse Brain Connectivity Atlas.
work_eb960daf190dabc6,2019.0,role_bridge,verified,4,resolved: linked to graph,Inhibiting mGluR5 activity by AFQ056/Mavoglurant rescues circuit‐specific functional connectivity in Fmr1 knockout mice
work_ec203e98203cd559,2025.0,role_bridge,verified,0,resolved: verified zero outbound links,Olfactory Testing and Gray Matter Volume: A Combined Approach to Predict the Conversion to Alzheimer
work_ed758019e16d0616,2025.0,role_bridge,not-in-s2,,unresolved (not-in-s2),AI-driven Large-scale Electron Microscopy enables Whole-tissue Subcellular Digitization
work_ee57126ff2ea8212,2016.0,role_bridge,verified,0,resolved: verified zero outbound links,3D U-Net: Learning Dense Volumetric Segmentation from Sparse Annotation
work_efc0158084170b5d,2026.0,role_bridge,verified,7,resolved: linked to graph,Digging Deep into Alzheimer Disease: How Electron Microscopy Helps Elucidating Its Pathogenesis
work_f042760cc79f80e4,2022.0,role_bridge,verified,60,resolved: linked to graph,How innovations in methodology offer new prospects for volume electron microscopy
work_f0db5f459abbc488,2024.0,adjacent_relevant,verified,0,resolved: verified zero outbound links,Implementing engrams from a machine learning perspective: XOR as a basic motif
work_f0f189f0d384e1f8,2017.0,role_bridge,verified,0,resolved: verified zero outbound links,Nanoscale imaging of clinical specimens using pathology-optimized expansion microscopy
work_f1ac0655f883a197,2025.0,role_bridge,verified,12,resolved: linked to graph,The Oviposition Inhibitory Neuron is a Potential Hub of Multi-Circuit Integration in the Drosophila Brain
work_f1adda98b958f981,2026.0,adjacent_relevant,verified,3,resolved: linked to graph,Coherent-resonant netting: disorder-enhanced selectivity from transient wave-like dynamics on biological connectomes
work_f1fc09a6b364de70,2015.0,adjacent_relevant,verified,1,resolved: linked to graph,Dynamic range in the C. elegans brain network.
work_f25bf69244ee74b4,2026.0,role_bridge,verified,6,resolved: linked to graph,RAEM: random-access electron microscopy for revisitable 3D imaging
work_f2cb9330c22ec6c6,2019.0,role_bridge,refs-elided-or-none,,unresolved (refs-elided-or-none),Regularize Network Skip Connections by Gating Mechanisms for Electron Microscopy Image Segmentation
work_f309e0f9912def93,2025.0,adjacent_relevant,verified,6,resolved: linked to graph,The mysterious middlemen making your vision pop: understanding the function of amacrine cells
work_f4817c11c2011073,2024.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Molecular patterns of evolutionary changes throughout the whole nervous system of multiple nematode species
work_f4eab2ff424ba24f,2004.0,core_relevant,verified,1,resolved: linked to graph,Search for computational modules in the C. elegans brain
work_f564e747dd483712,2021.0,adjacent_relevant,verified,5,resolved: linked to graph,Multimodal Magnetic Resonance Histology and Light Sheet Imaging for Quantitative Neurogenetics of the Mouse
work_f56a7ec87aa3e03a,2018.0,core_relevant,verified,22,resolved: linked to graph,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of Large 3D Image Stacks
work_f6d37f1af73ffaef,2018.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Clues to basis of exploratory behaviour of the C. elegans snout from head somatotropy
work_f6ea4c18473a14ac,2014.0,adjacent_relevant,verified,4,resolved: linked to graph,Graph Matching: Relax at Your Own Risk
work_f7a38202b00ec79c,2017.0,adjacent_relevant,verified,3,resolved: linked to graph,Graffinity: Visualizing Connectivity in Large Graphs
work_f7cf39ff629c4544,2013.0,adjacent_relevant,verified,13,resolved: linked to graph,"Retinal Connectomics: Towards Complete, Accurate Networks"
work_f7d82000e0d7fff7,2020.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Neuro-PC: Causal Functional Connectivity from Neural Dynamics
work_f7ecc587c80f537e,2021.0,adjacent_relevant,not-in-s2,,unresolved (not-in-s2),Leveraging semantically similar queries for ranking via combining representations
work_f89235b38a4cc138,2025.0,adjacent_relevant,verified,15,resolved: linked to graph,"Volume Electron Microscopy: Imaging Principles, Computational Advances and Applications in Multi-Scale Biological System"
work_f8eabb08474bb993,2018.0,adjacent_relevant,verified,4,resolved: linked to graph,CDeep3M - Plug-and-Play cloud based deep learning for image segmentation
work_f8ee6d98ba276767,2007.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),"Online retrieval, processing, and visualization of primate connectivity data from the CoCoMac Database"
work_f960fec2204ccebe,2025.0,core_relevant,verified,4,resolved: linked to graph,Sparse Graph Reconstruction and Seriation for Large-Scale Image Stacks
work_fa80aaa0decb21f5,2020.0,adjacent_relevant,verified,9,resolved: linked to graph,Correcting a nonparametric two-sample graph hypothesis test for graphs with different numbers of vertices with applicati
work_fac9c19041b2d700,2022.0,role_bridge,verified,12,resolved: linked to graph,A Personalized Longitudinal Strategy in Low-Grade Glioma Patients: Predicting Oncological and Neural Interindividual Var
work_facd830890c864ef,2019.0,core_relevant,verified,5,resolved: linked to graph,TeraVR empowers precise reconstruction of complete 3-D neuronal morphology in the whole brain
work_fb288126909ecad7,2018.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Mitochondria at the neuronal presynapse in health and disease
work_fb4bc9a9581bb231,2018.0,adjacent_relevant,verified,8,resolved: linked to graph,Whole Mouse Brain Structural Connectomics using Magnetic Resonance Histology
work_fbae4e123c64163d,2017.0,adjacent_relevant,verified,2,resolved: linked to graph,Single- and Multiple-Shell Uniform Sampling Schemes for Diffusion MRI Using Spherical Codes
work_fbf91a06dcaae45b,2024.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Inferring community architectures of multisensory pathways in Drosophila via unsupervised network embedding
work_fc2482a7f46c841c,2022.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Semi-Supervised Neuron Segmentation via Reinforced Consistency Learning
work_fc4395dbd3ff1652,2022.0,adjacent_relevant,verified,5,resolved: linked to graph,Networking of the Human Cerebellum: From Anatomo-Functional Development to Neurosurgical Implications
work_fc95ff3ab16691ff,2026.0,adjacent_relevant,verified,12,resolved: linked to graph,Experimental quality control induces changes in Allen mouse brain connectomes
work_fde970338418a1c7,2025.0,adjacent_relevant,verified,3,resolved: linked to graph,Transfer learning improves performance in volumetric electron microscopy organelle segmentation across tissues
work_ff7b8e3b7dee18f2,2020.0,adjacent_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Drosophila Brain Functional Data Analysis: A Unified Framework
work_39c260e37ed45039,1986.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),The structure of the nervous system of the nematode Caenorhabditis elegans
work_21c10d8f3b695a0c,2004.0,core_relevant,verified,0,resolved: verified zero outbound links,Serial Block-Face Scanning Electron Microscopy to Reconstruct Three-Dimensional Tissue Nanostructure
work_ab4936e9fe95de49,2015.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Saturated Reconstruction of a Volume of Neocortex
work_5c2378945eccb27f,2013.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Connectomic reconstruction of the inner plexiform layer in the mouse retina
work_3cf844f488b27a48,2011.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),Wiring specificity in the direction-selectivity circuit of the retina
work_7b437ce3ba4d27c5,2017.0,core_relevant,verified,13,resolved: linked to graph,High-precision automated reconstruction of neurons with flood-filling networks
work_cf9199d8b0ccf668,2011.0,core_relevant,refs-elided-or-none,,unresolved (refs-elided-or-none),High-accuracy neurite reconstruction for high-throughput neuroanatomy
work_a83752a657d4ec4e,2014.0,core_relevant,verified,2,resolved: linked to graph,Space-time wiring specificity supports direction selectivity in the retina
