work_id,doi,title,year,era,time_role,in_degree,out_degree,k_core,year_cites_percentile,cites,in_core,decision,datasets,stages,organism,axis,method,abstract_missing,tag_source,why,in_global_core,stratum_champion_cells,added_for_coverage
work_d54780d9b943a8b2,10.1523/eneuro.0205-16.2016,Graph Theoretic and Motif Analyses of the Hippocampal Neuron Type Potential Connectome,2016,2016–2017,history,2,9,7,37,25,1,adjacent_relevant,,infrastructure;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_d8b2bfa158091c64,10.1117/12.2663901,"Exploiting large neuroimaging datasets to create connectome-constrained approaches for more robust, efficient, and adaptable artificial intelligence",2023,2022–2023,history,2,5,7,20,2,1,role_bridge,,infrastructure;graph_analysis;modeling,fly,pipeline_stage,Connectome-constrained visual-system model,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_dd660fdf69e31563,10.1002/advs.202104906,Computational Inference of Synaptic Polarities in Neuronal Networks,2022,2022–2023,history,1,7,7,45,7,1,core_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_de1e49d97a9a4436,10.1016/j.jneumeth.2015.03.005,Efficient Semi-Automatic 3D Segmentation for Neuron Tracing in Electron Microscopy Images,2015,2010–2015,history,5,7,7,26,19,1,core_relevant,,acquisition;segmentation;proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_e0314a9ff9b02748,10.1007/s00359-023-01616-y,Lineages to circuits: the developmental and evolutionary architecture of information channels into the central complex,2023,2022–2023,history,2,6,7,85,26,1,adjacent_relevant,DS05 hemibrain,,fly,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_e2add1edf5ce4563,10.1016/j.neucom.2020.11.015,Multilayer network analysis of C. elegans: Looking into the locomotory circuitry,2020,2020–2021,history,5,10,7,56,23,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_e4ccbb28296db5fd,10.3389/fninf.2018.00099,A Single-Cell Level and Connectome-Derived Computational Model of the Drosophila Brain,2018,2018–2019,history,5,7,7,45,26,1,adjacent_relevant,,infrastructure;modeling,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_e8cebe37a51009b5,10.1523/jneurosci.1143-20.2020,Establishment and Maintenance of Neural Circuit Architecture,2021,2020–2021,history,1,14,7,58,19,1,adjacent_relevant,,,,biological_application,electron microscopy,false,title_axis+title_abstract,history_milestone,yes,,
work_e8d35ac175deabda,10.1016/j.tins.2025.12.005,Flexible circuits for visually guided flight control in Drosophila.,2026,2026,sota,0,7,7,89,2,1,adjacent_relevant,,,fly,,,false,title_abstract_organism,sota_2026_out,yes,,
work_eccb631270c7418f,nan,Focused Proofreading: Efficiently Extracting Connectomes from Segmented EM Images,2014,2010–2015,history,3,4,7,32,16,1,core_relevant,,segmentation;proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_f29d7babf92878d9,10.7554/elife.85756,Neural circuit mechanisms for transforming learned olfactory valences into wind-oriented movement,2023,2022–2023,history,3,6,7,60,9,1,adjacent_relevant,,,fly,biological_application,,false,title_abstract_organism+title_axis,history_milestone,yes,,
work_f51a122abe38a644,10.1016/j.bspc.2021.102829,An effective AI integrated system for neuron tracing on anisotropic electron microscopy volume,2021,2020–2021,history,3,5,7,38,9,1,core_relevant,,alignment;proofreading,,pipeline_stage,U-Net;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,method:U-Net|2020–2021,
work_f51ccaa326e0c171,10.1101/2023.06.21.546011,Stimulus-Specific Modulation is Enabled by Differential Serotonin Receptor Expression,2023,2022–2023,history,0,9,7,35,4,1,core_relevant,,synapses,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_fe499165039bbf2f,10.1101/2020.04.30.070755,"Leveraging Tools from Autonomous Navigation for Rapid, Robust Neuron Connectivity",2020,2020–2021,history,2,5,7,14,2,1,core_relevant,,segmentation;proofreading;infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_01a371d322fa7848,10.3390/photonics6030098,Optical Imaging in Brainsmatics,2019,2018–2019,history,0,7,6,15,4,1,adjacent_relevant,,proofreading,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_043907deaaf11bc4,10.1016/j.cub.2020.01.040,A Color Vision Circuit for Non-Image-Forming Vision in the Primate Retina,2020,2020–2021,history,4,8,6,82,58,1,adjacent_relevant,DS09/DS10 mouse retina,,other,registry_dataset,electron microscopy,false,dryrun+title_abstract_organism_overrides_dryrun+datasets+title_abstract,history_milestone,yes,,
work_0641fb974f5264cf,10.1038/nmeth.1784,mGRASP enables mapping mammalian synaptic connectivity with light microscopy,2011,2010–2015,history,5,1,6,80,275,1,core_relevant,DS01 C. elegans (White+),synapses,fly,pipeline_stage,mGRASP,false,dryrun+title_abstract_organism_overrides_dryrun+stages+title_abstract,history_milestone,yes,stage:synapses|2010–2015;method:mGRASP|2010–2015,
work_0ac82de3efe180e8,10.1038/s41586-025-08805-6,Connectomics of predicted Sst transcriptomic types in mouse visual cortex,2025,2025,sota,2,5,6,95,23,1,core_relevant,,,mouse,,electron microscopy,false,title_abstract_organism+title_abstract,sota_2025_out_and_in,yes,,
work_1363cb9e1703f6be,10.1101/2021.07.07.451278,Ultrastructural readout of in vivo synaptic activity for functional connectomics,2021,2020–2021,history,0,6,6,4,0,1,core_relevant,,acquisition;segmentation;graph_analysis;sectioning,,pipeline_stage,FIB-SEM,false,dryrun+title_abstract+stages+title_abstract,history_milestone,yes,,
work_13df857c596640ee,10.1016/j.neuron.2022.02.013,A functionally ordered visual feature map in the Drosophila brain.,2022,2022–2023,history,6,0,6,94,81,1,core_relevant,,graph_analysis,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_170409dc0271c103,10.1101/2021.12.28.474399,A Programmable Ontology Encompassing the Functional Logic of the Drosophila Brain,2021,2020–2021,history,1,5,6,27,5,1,role_bridge,,infrastructure;graph_analysis,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_17515b46569c966d,10.1016/j.crmeth.2026.101543,Volumetric denoising enables high-throughput volume electron microscopy and efficient downstream analysis.,2026,2026,sota,0,7,6,35,0,1,core_relevant,,sectioning;acquisition;infrastructure,,pipeline_stage,SBF-SEM,false,dryrun+stages+title_abstract,sota_2026_out,yes,method:SBF-SEM|2026,
work_187ee083be688884,10.1126/sciadv.abb7187,Network structure of the mouse brain connectome with voxel resolution,2020,2020–2021,history,1,5,6,89,121,1,adjacent_relevant,,graph_analysis,mouse,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_18e897cfbf7dee38,10.1126/sciadv.adf3471,3D reconstruction of the cerebellar germinal layer reveals tunneling connections between developing granule cells,2023,2022–2023,history,3,5,6,77,17,1,core_relevant,,sectioning;acquisition;segmentation,,biological_application,SEM,false,title_abstract+strays_axis,history_milestone,yes,method:SEM|2022–2023,
work_1959a19d27f98c7b,nan,An Iterative Convolutional Neural Network Algorithm Improves Electron Microscopy Image Segmentation,2015,2010–2015,history,4,4,6,19,14,1,core_relevant,,segmentation,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_1af9ec78dbce9759,10.1016/j.jneumeth.2018.05.014,"t-GRASP, a targeted GRASP for assessing neuronal connectivity",2018,2018–2019,history,6,1,6,66,47,1,adjacent_relevant,DS03 Drosophila larva,synapses,fly,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_233791307c27b82f,10.3389/fncom.2022.842760,U-RISC: An Annotated Ultra-High-Resolution Electron Microscopy Dataset Challenging the Existing Deep Learning Algorithms,2022,2022–2023,history,0,7,6,23,3,1,core_relevant,,segmentation;proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_241c36d5a902c316,10.1109/embc40787.2023.10340599,High-Speed Automated Reconstruction of Drosophila Larval Brain from Volumetric EM Data,2023,2022–2023,history,1,5,6,13,1,1,core_relevant,DS03 Drosophila larva,sectioning;segmentation;proofreading,fly,pipeline_stage,Flood-filling networks;electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_28104a254c26cffb,10.1017/s0952523819000014,Synaptic inputs from identified bipolar and amacrine cells to a sparsely branched ganglion cell in rabbit retina,2019,2018–2019,history,4,7,6,34,11,1,core_relevant,DS09/DS10 mouse retina,acquisition,mouse,pipeline_stage,TEM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_28c6a067561d25a1,10.1016/j.conb.2006.08.010,Towards neural circuit reconstruction with volume electron microscopy techniques.,2006,2005–2009,history,6,0,6,62,298,1,adjacent_relevant,,acquisition;graph_analysis,,pipeline_stage,volume EM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_2f6b66120e640199,10.1002/cne.25156,Synaptic inputs to broad thorny ganglion cells in macaque retina,2021,2020–2021,history,3,6,6,49,14,1,core_relevant,DS09/DS10 mouse retina,sectioning;acquisition,other,pipeline_stage,SEM,false,dryrun+title_abstract_organism_overrides_dryrun+stages+title_abstract,history_milestone,yes,method:SEM|2020–2021,
work_2fec1e83fce4a3a0,10.1088/1741-2552/ac69bd,A graph network model for neural connection prediction and connection strength estimation,2022,2022–2023,history,0,6,6,28,4,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_30b9fcdedb89207a,10.1523/eneuro.0195-17.2017,Quantifying Mesoscale Neuroanatomy Using X-Ray Microtomography,2016,2016–2017,history,3,3,6,71,87,1,adjacent_relevant,,preparation;segmentation;graph_analysis,mouse,pipeline_stage,X-ray microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,method:X-ray microscopy|2016–2017,
work_34df5eb3d913abe2,10.1140/epjb/s10051-024-00848-4,Discovering motifs to fingerprint multi-layer networks: a case study on the connectome of C. Elegans,2024,2024,,1,6,6,16,1,0,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,Network motifs,false,dryrun+dataset_organism+stages+title_abstract,unproven_2024_low_inout,,method:Network motifs|2024,yes
work_36cfd0a40b9962e3,10.1101/2023.03.22.533857,Integrating EM and Patch-seq data: Synaptic connectivity and target specificity of predicted Sst transcriptomic types,2023,2022–2023,history,3,5,6,56,8,1,core_relevant,,,mouse,,electron microscopy,false,title_abstract_organism+title_abstract,history_milestone,yes,,
work_3a8e55c0032e0c3d,10.1523/jneurosci.0778-19.2019,Connectomic Identification and Three-Dimensional Color Tuning of S-OFF Midget Ganglion Cells in the Primate Retina,2018,2018–2019,history,6,2,6,64,45,1,core_relevant,DS09/DS10 mouse retina,sectioning,other,pipeline_stage,SBF-SEM,false,dryrun+title_abstract_organism_overrides_dryrun+stages+title_abstract,history_milestone,yes,organism:other|2018–2019;dataset:DS09/DS10 mouse retina|2018–2019,
work_3d4f459dce5d0c1b,10.1016/j.conb.2021.12.002,Dynamic Functional Connectivity in the Static Connectome of C. elegans,2022,2022–2023,history,1,5,6,73,28,1,core_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_3f0421e54f4413e8,10.1101/2021.12.30.474568,The synaptic organization in the C. elegans neural network suggests significant local compartmentalized computations,2022,2022–2023,history,0,7,6,5,0,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_47dbb1ae5c861feb,10.1101/2020.05.24.112870,Beyond the connectome: A map of a brain architecture derived from whole-brain volumetric reconstructions,2020,2020–2021,history,1,5,6,32,8,1,core_relevant,DS01 C. elegans (White+),preparation;infrastructure,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_49cdb39886a56ede,10.1016/j.neuroscience.2026.06.007,Developmental patterns of the C. elegans neural circuits using community detection.,2026,2026,sota,0,6,6,35,0,1,core_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2026_out,yes,,
work_51a3a4f48b8908a3,10.1109/tvcg.2023.3326573,Fast Compressed Segmentation Volumes for Scientific Visualization,2023,2022–2023,history,0,6,6,44,6,1,role_bridge,,segmentation;infrastructure,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_5304e37cc665ceab,10.1109/isbi56570.2024.10635310,Domain Adaptive Synapse Detection with Weak Point Annotations,2023,2022–2023,history,1,5,6,35,4,1,adjacent_relevant,,segmentation;proofreading;synapses;infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_53888fee46356d3b,10.1038/s41593-020-0699-2,Systematic errors in connectivity inferred from activity in strongly recurrent networks,2020,2020–2021,history,3,3,6,86,91,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_53f15f1014414aec,10.7554/elife.37017,Building a functional connectome of the Drosophila central complex,2018,2018–2019,history,5,1,6,87,112,1,adjacent_relevant,,graph_analysis,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_582b4134fbc951cc,10.1038/s41586-024-08255-6,Social state alters vision using three circuit mechanisms in Drosophila,2024,2024,sota,3,3,6,86,22,1,core_relevant,,graph_analysis,fly,pipeline_stage,,false,title_abstract+title_abstract_organism+stages,sota_2024_out_and_in,yes,,
work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,2005–2009,history,9,0,6,73,162,1,core_relevant,DS09/DS10 mouse retina,preparation;sectioning;acquisition;alignment;proofreading;infrastructure;graph_analysis,mouse,pipeline_stage,ssTEM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,stage:preparation|2005–2009;stage:sectioning|2005–2009;stage:alignment|2005–2009;organism:mouse|2005–2009;dataset:DS09/DS10 mouse retina|2005–2009;method:ssTEM|2005–2009,
work_62baf6bf40a9cb50,10.1038/nature18609,Species-specific wiring for direction selectivity in the mammalian retina,2016,2016–2017,history,7,0,6,84,208,1,core_relevant,DS09/DS10 mouse retina,infrastructure,mouse,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_687d2510f540339e,10.1371/journal.pone.0249846,A weighted network analysis framework for the hourglass effect—And its application in the C. elegans connectome,2021,2020–2021,history,0,8,6,15,2,1,core_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_69cca0faa382822e,10.3389/fncel.2023.1281786,Electrical synapses for a pooling layer of the convolutional neural network in retinas,2023,2022–2023,history,1,7,6,13,1,1,adjacent_relevant,DS09/DS10 mouse retina,sectioning;acquisition;infrastructure;graph_analysis,mouse,pipeline_stage,ssTEM;serial-section EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,method:ssTEM|2022–2023,
work_6fb7df42094ab826,10.1101/2024.11.01.621596,From the fly connectome to exact ring attractor dynamics,2026,2026,sota,1,9,6,89,2,1,core_relevant,,modeling,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,sota_2026_out,yes,,
work_72ea6e613ea36486,10.1007/s00429-015-0999-6,Topological organization of connectivity strength in the rat connectome,2015,2010–2015,history,13,7,6,48,55,1,adjacent_relevant,,proofreading;infrastructure;graph_analysis,other,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_7946dbb6802bb908,10.3390/e19030104,Complexity and Vulnerability Analysis of the C. Elegans Gap Junction Connectome,2017,2016–2017,history,0,7,6,11,5,1,core_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_7c2aa766f501961b,10.3389/fopht.2023.1168548,New insights into retinal circuits through EM connectomics: what we have learnt and what remains to be learned,2023,2022–2023,history,1,5,6,20,2,1,adjacent_relevant,DS09/DS10 mouse retina,,mouse,registry_dataset,volume EM,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,,
work_816ef4846a8b44e3,10.1016/j.conb.2018.03.003,Mesoscale Connectomics,2018,2018–2019,history,1,5,6,79,70,1,adjacent_relevant,,proofreading;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_850cb29d47fc3dc9,10.1109/tmi.2022.3164343,Scalable Biologically-Aware Skeleton Generation for Connectomic Volumes,2022,2022–2023,history,1,5,6,17,2,1,core_relevant,,segmentation;proofreading;infrastructure;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_863949ff6ec36ab6,10.1109/cvpr52729.2023.00715,A Soma Segmentation Benchmark in Full Adult Fly Brain,2023,2022–2023,history,0,6,6,51,7,1,core_relevant,DS04 FAFB,segmentation;proofreading;graph_analysis,fly,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_8a5bdc50ed94a369,10.7554/elife.64903,The Prop1-like homeobox gene unc-42 specifies the identity of synaptically connected neurons,2021,2020–2021,history,1,5,6,72,30,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_8f2ad7a7d6c55a54,10.1162/netn_a_00084,Guided graph spectral embedding: Application to the C. elegans connectome,2018,2018–2019,history,2,5,6,27,17,1,core_relevant,DS01 C. elegans (White+),preparation;graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_90122b36b9362b91,10.3389/fnana.2016.00104,ON Bipolar Cells in Macaque Retina: Type-Specific Synaptic Connectivity with Special Reference to OFF Counterparts,2016,2016–2017,history,6,0,6,66,62,1,adjacent_relevant,DS09/DS10 mouse retina,sectioning,other,pipeline_stage,ssTEM,false,dryrun+title_abstract_organism_overrides_dryrun+stages+title_abstract,history_milestone,yes,method:ssTEM|2016–2017,
work_97fef5d2214981f3,10.1016/j.neuron.2020.09.014,Circuit reorganization shapes the developing human foveal midget connectome towards single-cone resolution,2020,2020–2021,history,5,4,6,58,25,1,core_relevant,DS09/DS10 mouse retina,,mouse,registry_dataset,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,dataset:DS09/DS10 mouse retina|2020–2021,
work_9a21d8fa753f5a6a,10.1101/2023.11.19.567707,Mechanosensory and command contributions to the Drosophila grooming sequence,2023,2022–2023,history,3,6,6,62,10,1,core_relevant,DS07 VNC (FANC/MANC),,fly,registry_dataset,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,,
work_9cce9112b143d3f9,10.1038/nrn2391,A technicolour approach to the connectome,2008,2005–2009,history,12,0,6,90,335,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_9d0a8110aa5c5e21,10.1109/mcg.2013.55,Exploring the Connectome,2013,2010–2015,history,8,4,6,45,48,1,core_relevant,,segmentation;infrastructure,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_9eefccb796e15566,10.1098/rstb.2014.0309,The beginning of connectomics: a commentary on White et al. (1986) ‘The structure of the nervous system of the nematode Caenorhabditis elegans’,2015,2010–2015,history,5,1,6,44,49,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_a20ba66636876b3e,10.1007/978-981-10-9020-2_1,Multiscale and Multimodal Imaging for Connectomics,2019,2018–2019,history,0,10,6,10,2,1,adjacent_relevant,,,,,,false,blank,history_milestone,yes,,
work_a2c4868d3cf10794,10.1038/s41592-025-02784-2,Reconstruction of a connectome of single neurons in mouse brains by cross-validating multi-scale multi-modality data,2025,2025,sota,3,14,6,86,11,1,adjacent_relevant,,graph_analysis,mouse,pipeline_stage,,false,title_abstract+title_abstract_organism+stages,sota_2025_out_and_in,yes,,
work_a5f954f4563fcfc9,10.1101/278515,Flexible Learning-Free Segmentation and Reconstruction for Sparse Neuronal Circuit Tracing,2018,2018–2019,history,0,6,6,2,0,1,core_relevant,,acquisition;segmentation;proofreading;graph_analysis,mouse,pipeline_stage,confocal;X-ray microscopy;SEM,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,method:confocal|2018–2019;method:X-ray microscopy|2018–2019,
work_a963144900531c77,10.48550/arxiv.2507.10951,Biological Processing Units: Leveraging an Insect Connectome to Pioneer Biofidelic Neural Architectures,2025,2025,sota,2,4,6,51,2,1,adjacent_relevant,DS03 Drosophila larva,graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2025_out_and_in,yes,,
work_aea20c42d6eebc8d,10.1111/dgd.12890,Studying zebrafish nervous system structure and function in health and disease with electron microscopy,2023,2022–2023,history,0,7,6,28,3,1,role_bridge,DS15 zebrafish,,zebrafish,health_translation,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract+title_axis,history_milestone,yes,axis:health_translation|2022–2023,
work_b0142f28782e124e,10.1016/j.celrep.2022.111151,Fear memory-associated synaptic and mitochondrial changes revealed by deep learning-based processing of electron microscopy data.,2022,2022–2023,history,1,5,6,58,13,1,adjacent_relevant,,sectioning;segmentation;infrastructure,,pipeline_stage,serial-section EM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_b14a68cb105480d1,10.1016/bs.ctdb.2015.11.001,"CONNECTOMICS, THE FINAL FRONTIER",2016,2016–2017,history,3,5,6,25,12,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_b19047241efae5aa,10.1002/dneu.22408,Gap junctions in C. elegans: Their roles in behavior and development,2016,2016–2017,history,7,0,6,54,41,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_b5c2e87af273e9a7,10.1109/iccv.2017.262,Multi-stage Multi-recursive-input Fully Convolutional Networks for Neuronal Boundary Detection,2017,2016–2017,history,4,3,6,64,66,1,core_relevant,,segmentation,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_b60d03383c437391,10.1002/cne.24840,Wide-field amacrine cell inputs to ON parasol ganglion cells in macaque retina,2019,2018–2019,history,5,3,6,39,14,1,core_relevant,DS09/DS10 mouse retina,sectioning;acquisition,other,pipeline_stage,SEM,false,dryrun+title_abstract_organism_overrides_dryrun+stages+title_abstract,history_milestone,yes,method:SEM|2018–2019,
work_bb8d8f33589a21a6,10.20944/preprints201811.0038.v1,Functional Connectomics in C. elegans,2018,2018–2019,history,0,10,6,2,0,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_bfb1ab1a97c0b3f6,10.7554/elife.28387,Organization of the Drosophila larval visual circuit,2017,2016–2017,history,1,5,6,20,12,1,core_relevant,DS03 Drosophila larva,graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_c25a5e51b5abfb6d,10.1117/1.nph.3.4.041802,Filling the gap: adding super-resolution to array tomography for correlated ultrastructural and molecular identification of electrical synapses at the C. elegans connectome,2016,2016–2017,history,4,6,6,58,42,1,adjacent_relevant,DS01 C. elegans (White+),acquisition;graph_analysis,elegans,pipeline_stage,array tomography;super-resolution LM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,method:array tomography|2016–2017;method:super-resolution LM|2016–2017,
work_c359e0f8d709c787,nan,What Properties are Desirable from an Electron Microscopy Segmentation Algorithm,2015,2010–2015,history,0,6,6,5,3,1,role_bridge,,segmentation;proofreading;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_c651e11769e268da,10.3390/sym10100467,An Adversarial and Densely Dilated Network for Connectomes Segmentation,2018,2018–2019,history,1,7,6,19,8,1,core_relevant,,segmentation;infrastructure,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_c671c689a7c0f659,10.1098/rstb.2017.0368,"Neuropeptides encoded by nlp-49 modulate locomotion, arousal and egg-laying behaviours in Caenorhabditis elegans via the receptor SEB-3",2018,2018–2019,history,6,3,6,54,37,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_c9bf6cbc3f5f5e1f,10.1002/advs.202511922,vEMINR: Ultra‐Fast Isotropic Reconstruction for Volume Electron Microscopy With Implicit Neural Representation,2026,2026,sota,0,6,6,77,1,1,adjacent_relevant,,acquisition,,pipeline_stage,volume EM,false,title_abstract+stages,sota_2026_out,yes,,
work_caded82b4ff6f38b,10.1101/368878,The Feeding Connectome: Convergence of Monosynaptic and Polysynaptic Sensory Paths onto Common Motor Outputs,2018,2018–2019,history,0,6,6,7,1,1,core_relevant,DS03 Drosophila larva,,fly,registry_dataset,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,,
work_cccecad214653fb7,10.1098/rstb.2017.0371,Sensorimotor integration in Caenorhabditis elegans: a reappraisal towards dynamic and distributed computations,2018,2018–2019,history,5,1,6,54,37,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_d184679749aabc6f,10.1038/s41598-021-83936-0,Protocol for preparation of heterogeneous biological samples for 3D electron microscopy: a case study for insects,2021,2020–2021,history,2,5,6,65,24,1,adjacent_relevant,,preparation;acquisition,,pipeline_stage,volume EM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_d2abedfe2fe8e9a8,10.1038/nrn3901,The connectomics of brain disorders,2015,2010–2015,history,6,1,6,100,1632,1,role_bridge,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_d3a28ecbfb6e7ac0,10.1080/19336934.2017.1295189,Methods to investigate the structure and connectivity of the nervous system,2017,2016–2017,history,1,5,6,22,13,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_d9d5c34144dd335b,10.1371/journal.pgen.1009692,What connectomics can learn from genomics,2021,2020–2021,history,0,6,6,23,4,1,role_bridge,,infrastructure,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_dc3bb8105fafef02,10.1101/2022.03.02.482743,Connectomic analysis of the Drosophila lateral neuron clock cells reveals the synaptic basis of functional pacemaker classes,2022,2022–2023,history,5,4,6,89,58,1,core_relevant,,graph_analysis,fly,pipeline_stage,Network motifs,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_dd76efe78afe7f10,10.1371/journal.pcbi.1005055,Flow-Based Network Analysis of the Caenorhabditis elegans Connectome,2015,2010–2015,history,5,6,6,52,67,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_de69d8974ed67b3a,10.1016/j.tice.2018.08.011,Serial block face scanning electron microscopy in cell biology: Applications and technology.,2019,2018–2019,history,3,4,6,80,56,1,adjacent_relevant,,sectioning;acquisition;graph_analysis,,pipeline_stage,SBF-SEM;ssTEM;serial-section EM;electron tomography,false,dryrun+stages+title_abstract,history_milestone,yes,method:ssTEM|2018–2019;method:electron tomography|2018–2019,
