work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,abstract,citation_count_work,year,venue,pilot_stratum
work_05e7be51adf6e08a,a2fb37821050800e476238a0b76aacdb997ca9a4,core_audit,1,a2fb37821050800e476238a0b76aacdb997ca9a4,Multisensory learning recruits visual neurons into an olfactory memory engram,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dd603e277eb98a56c6a6a9f87c0f087dbfc1a111b06d8c7986f649baa01c71e9,batch_001,uncertain,['biological_application'],0.55,multisensory memory in Drosophila; mushroom body Kenyon Cells; olfactory memory engram,Drosophila multisensory learning physiology—mentions circuits but not connectome reconstruction.,[],True,core_noise_audit,"Associating multiple sensory cues with a single experience or object is a fundamental process that improves object recognition and memory performance. However, neural mechanisms that bind sensory features during learning and augment memory expression are unknown. Here we demonstrate multisensory appetitive and aversive memory in Drosophila. Combining colours and odours improved memory performance, even when each sensory modality was tested alone. Temporal control of neuronal function revealed visually-selective mushroom body Kenyon Cells (KCs) to be required for enhancement of visual and olfactory memory recall after multisensory training. Synapse-level connectomics suggests that valence-relevant dopaminergic reinforcement could permit the KC-spanning serotonergic DPM neurons to bridge between previously modality-selective KC streams. Consistent with this model, DPM transmission is uniquely required during multisensory memory formation and for enhanced expression of olfactory memory afterwards. In addition, signalling via the DopR1 dopamine receptor is required in APL neurons, suggesting that reinforcing dopamine could locally release GABA-ergic inhibition to permit bridging microcircuits to function. Cross-modal binding thereby expands the KCs representing the olfactory memory engram into those representing the colour. We propose that broadening of the engram improves memory performance after multisensory learning and permits a single sensory feature to retrieve the memory of the multimodal experience.",1,2026.0,,uncertain
work_16c9a31cc296b715,f6d66eb17869351025b2e603c0ace3189ca2a6f6,core_audit,1,f6d66eb17869351025b2e603c0ace3189ca2a6f6,Stereotyped spatial patterns of functional synaptic connectivity in the cerebellar cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,daf1eeaa9eae49ce58a3a2f2d4bb4110379203fe0ed5a53d94814bf68fc5706c,batch_003,uncertain,[],0.45,functional synaptic organization between the granule cell layer and... Purkinje cells,Cerebellar electrophysiology of synaptic organization.,[],True,core_noise_audit,"Motor coordination is supported by an array of highly organized heterogeneous modules in the cerebellum. How incoming sensorimotor information is channeled and communicated between these anatomical modules is still poorly understood. In this study, we used transgenic mice expressing GFP in specific subsets of Purkinje cells that allowed us to target a given set of cerebellar modules. Combining in vitro recordings and photostimulation, we identified stereotyped patterns of functional synaptic organization between the granule cell layer and its main targets, the Purkinje cells, Golgi cells and molecular layer interneurons. Each type of connection displayed position-specific patterns of granule cell synaptic inputs that do not strictly match with anatomical boundaries but connect distant cortical modules. Although these patterns can be adjusted by activity-dependent processes, they were found to be consistent and predictable between animals. Our results highlight the operational rules underlying communication between modules in the cerebellar cortex. DOI: http://dx.doi.org/10.7554/eLife.09862.001",61,2015.0,eLife,uncertain
work_31ad8b8ed510352c,f724b443cafa64944921c8c6f65ff4389dd6e27d,unresolved,1,f724b443cafa64944921c8c6f65ff4389dd6e27d,Large brains: Big unknowns in cellular neuroscience.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5bbbab246a7c3c0571aac063c26bfc49436433f56660627048317eea4888cfc2,batch_007,uncertain,[],0.52,Cortical connectomics revealed an elaboration of disinhibitory motifs in human brains,Cellular neuroscience review with brief connectomics mention; insufficient nanoscale connectomics focus in abstract.,[],True,uncertain_or_missing_abstract,"Contemporary cellular neuroscience is strong on small but weak on large brains. Large brains have lower neuronal densities than smaller brains. We outline opposing functional interpretations of this result. Analysis of human brains supports the idea that dendritic complexity matters and might even correlate with intellectual ability. Cortical connectomics revealed an elaboration of disinhibitory motifs in human brains. There is disagreement as to whether glia-to-neuron ratios differ between small and large brains. The elaborate myeloarchitecture of the human brain has long been recognized and novel evidence indicates myelin might play nonconventional structural functions in larger brains. Three-dimensional body-part models in the cortex of tactile specialists point to the significance of the three-dimensional structure of cortical networks. The comparative assessment of brain performance remains one of the biggest challenges in neurobiology. Understanding cellular differences between small and large brains is a neglected, yet fundamental issue for neuroscience and translation.",4,2025.0,Current Opinion in Neurobiology,uncertain
work_107a08a470c28f45,a039c818585a3330504829c8f3f7884a05c1c5fb,role_bridge,1,a039c818585a3330504829c8f3f7884a05c1c5fb,Mutual inhibition of lateral inhibition: a network motif for an elementary computation in the brain.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,e4eb85a9993ad57c27db52d4eb4b3918783694c64aba4739f5f22cd9c0c31b07,batch_002,uncertain,[],0.45,circuit mechanisms... network motif,Generic circuit motif review without connectomics-specific methods.,[],True,uncertain_or_missing_abstract,"A series of classical studies in non-human primates has revealed the neuronal activity patterns underlying decision-making. However, the circuit mechanisms for such patterns remain largely unknown. Recent detailed circuit analyses in simpler neural systems have started to reveal the connectivity patterns underlying analogous processes. Here we review a few of these systems that share a particular connectivity pattern, namely mutual inhibition of lateral inhibition. Close examination of these systems suggests that this recurring connectivity pattern ('network motif') is a building block to enforce particular dynamics, which can be used not only for simple behavioral choice but also for more complex choices and other brain functions. Thus, a network motif provides an elementary computation that is not specific to a particular brain function and serves as an elementary building block in the brain.",43,2018.0,Current Opinion in Neurobiology,uncertain
work_40d9ed87d0ef29d7,3fcbf945741df5b04de8bf67dcd6ddf2a66bb0ee,unresolved,1,3fcbf945741df5b04de8bf67dcd6ddf2a66bb0ee,Brainstem Circuits for Locomotion.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dca4d4b0239530f01f5d881883dbceb772d5b1f4190b2e42f05a9a194ab7c023,batch_010,uncertain,[],0.45,functional connectome to and from brainstem command circuits,Brainstem locomotion review mentioning connectome need.,[],True,uncertain_or_missing_abstract,"Locomotion is a universal motor behavior that is expressed as the output of many integrated brain functions. Locomotion is organized at several levels of the nervous system, with brainstem circuits acting as the gate between brain areas regulating innate, emotional, or motivational locomotion and executive spinal circuits. Here we review recent advances on brainstem circuits involved in controlling locomotion. We describe how delineated command circuits govern the start, speed, stop, and steering of locomotion. We also discuss how these pathways interface between executive circuits in the spinal cord and diverse brain areas important for context-specific selection of locomotion. A recurrent theme is the need to establish a functional connectome to and from brainstem command circuits. Finally, we point to unresolved issues concerning the integrated function of locomotor control. Expected final online publication date for the Annual Review of Neuroscience, Volume 45 is July 2022. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",107,2022.0,Annual Review of Neuroscience,uncertain
work_094c765addeac045,c42a4198b3e167f2db4c875ce366bb702ee4bbb9,unresolved,1,c42a4198b3e167f2db4c875ce366bb702ee4bbb9,"A graph-matching based metric of functional connectome distance between pairs of individuals varies with their ages, cognitive performances and familial relationships",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,afe85924b23f713ca9d00e59cd3c92f0a1f4f38853ee8b44d60274f1d0359273,batch_001,out_of_scope,['network_science'],0.9,functional connectome distance; pairs of individuals; graph-matching based metric,Pairwise functional connectome distance vs age/cognition.,['resting_state_or_functional_connectivity'],False,,"Functional connectomes (FCs), represented by networks or graphs that summarize coactivation patterns between pairs of brain regions, have been related at a population level to age, sex, cognitive/behavioral scores, life experience, genetics and disease/disorders. However, quantifying FC differences between pairs of individuals also provides a rich source of information with which to map to differences in those individuals’ biology, experience, genetics or behavior. In this study, graph matching is used to create a novel inter-individual FC metric, called swap distance, that quantifies the distance between pairs of individuals’ FCs. We apply graph matching to align FCs between pairs of individuals from the the Human Connectome Project (N = 997) and find that swap distance i) increases with increasing familial distance, ii) increases with subjects’ ages, iii) is smaller for pairs of females compared to pairs of males, and iv) is larger for females with lower cognitive scores compared to females with larger cognitive scores. Regions that contributed most to individuals’ swap distances were in higher-order networks, i.e. default-mode and fronto-parietal, that underlie executive function and memory. These higher-order networks’ regions also had swap frequencies that varied monotonically with familial relatedness of the individuals in question. We posit that the proposed graph matching technique provides a novel way to study inter-subject differences in FC and enables quantification of how FC may vary with age, relatedness, sex and behavior.",1,2022.0,bioRxiv,fill
work_432ed361ab9274cc,a12cbc0334cdab23214f7913300cb00268b7ccf1,role_bridge,1,a12cbc0334cdab23214f7913300cb00268b7ccf1,"The Mixture Graph-A Data Structure for Compressing, Rendering, and Querying Segmentation Histograms",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,db754a00260e4a45bbd1ace74fb592ca79d2c36cf6aa9530724a562148a8c9aa,batch_010,role_bridge,['infrastructure'],0.7,segmentation histograms... volume containing segmentation IDs,Volume visualization for segmentation data; general tool.,[],True,low_confidence,"In this paper, we present a novel data structure, called the Mixture Graph. This data structure allows us to compress, render, and query segmentation histograms. Such histograms arise when building a mipmap of a volume containing segmentation IDs. Each voxel in the histogram mipmap contains a convex combination (mixture) of segmentation IDs. Each mixture represents the distribution of IDs in the respective voxel's children. Our method factorizes these mixtures into a series of linear interpolations between exactly two segmentation IDs. The result is represented as a directed acyclic graph (DAG) whose nodes are topologically ordered. Pruning replicate nodes in the tree followed by compression allows us to store the resulting data structure efficiently. During rendering, transfer functions are propagated from sources (leafs) through the DAG to allow for efficient, pre-filtered rendering at interactive frame rates. Assembly of histogram contributions across the footprint of a given volume allows us to efficiently query partial histograms, achieving up to 178 x speed-up over naive parallelized range queries. Additionally, we apply the Mixture Graph to compute correctly pre-filtered volume lighting and to interactively explore segments based on shape, geometry, and orientation using multi-dimensional transfer functions.",11,2020.0,IEEE Transactions on Visualization and Computer Graphics,fill
work_655aa336bcd5f465,1f9d63feecf957aa1fa49c8403b6121509b7a393,core_audit,1,1f9d63feecf957aa1fa49c8403b6121509b7a393,Neurotransmission and neuromodulation systems in the learning and memory network of Octopus vulgaris,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ca180048500c1318aa77710ac589415ab520544adce86eb05965e40103d01fc8,batch_015,out_of_scope,[],0.88,vertical lobe (VL) in the octopus brain plays an essential role in its sophisticated learning and memory,"Octopus synaptic plasticity histology, not connectomics mapping.",[],True,core_noise_audit,"The vertical lobe (VL) in the octopus brain plays an essential role in its sophisticated learning and memory. Early anatomical studies suggested that the VL is organized in a “fan-out fan-in” connectivity matrix comprising only three morphologically identified neuron types; input axons from the superior frontal lobe (SFL) innervating en passant millions of small amacrine interneurons (AMs) which converge sharply onto large VL output neurons (LNs). Recent physiological studies confirmed the feedforward excitatory connectivity: a glutamatergic synapse at the first SFL-to-AM synaptic layer and a cholinergic AM-to-LNs synapse. SFL-to-AMs synapses show a robust hippocampal-like activity-dependent long-term potentiation (LTP) of transmitter release. 5-HT, octopamine, dopamine and nitric oxide modulate short- and long-term VL synaptic plasticity. Here we present a comprehensive histolabeling study to better characterize the neural elements in the VL. We generally confirmed glutamatergic SFLs and cholinergic AMs. Intense labeling for NOS activity in the AMs neurites fitted with the NO-dependent presynaptic LTP mechanism at the SFL-to-AM synapse. New discoveries here reveal more heterogeneity of the VL neurons than previously thought. GABAergic AMs suggest a subpopulation of inhibitory interneurons in the first input layer. Clear GABA labeling in the cell bodies of LNs supported an inhibitory VL output yet the LNs co-expressed FMRFamide-like neuropeptides suggesting an additional neuromodulatory role of the VL output. Furthermore, a group of LNs was glutamatergic. A new cluster of cells organized in a “deep nucleus” showed rich catecholaminergic labeling and may play a role in intrinsic neuromodulation. In situ hybridization and immunolabeling allowed characterization and localization of a rich array of neuropeptides and neuromodulatores, likely involved in reward/punishment signals. This analysis of the fast transmission system, together with the newly found cellular elements helps integrate behavioral, physiological, pharmacological and connectome findings into a more comprehensive understanding of an efficient learning and memory network.",12,2021.0,bioRxiv,fill
work_2ed1b4217bd49c80,cf61356397063ecc9b15da674d98788ebda7e155,unresolved,1,cf61356397063ecc9b15da674d98788ebda7e155,Sex-dependent effect of amyloidosis on functional network ‘hub’ topology is associated with downregulated neuronal gene signatures in the APPswe/PSEN1dE9 double transgenic mouse,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dbbf2dd9227bbead515461f768d7b1ea1477a8df0fc89d22b26f466ccf82eda6,batch_007,out_of_scope,[],0.91,effect of amyloidosis on fear memory and functional connectome measures in mice,Mouse functional connectome imaging in amyloidosis.,['resting_state_or_functional_connectivity'],False,,"Background Extracellular amyloid-β (Aβ) impairs brain-wide functional connectivity, although mechanisms linking Aβ to broader functional network connectivity remain elusive. Objective Here, we evaluated the effect of Aβ on fear memory and functional connectome measures in mice. Methods Middle-aged (9–11 months of age) double transgenic APP-PS1 mice and age and sex-matched controls were evaluated on a fear conditioning protocol and then imaged at 11.1 Tesla. Brains were harvested and processed for analysis of Aβ plaques and Iba1 immunolabeling in cortex, hippocampus, and basolateral amygdala. Additional RNA sequencing data from separate age, strain, and sex matched mice were analyzed for differentially expressed genes (DEGs) and weighted gene co-expression networks. Results In both male and female mice, we observed increased functional connectivity in a dorsal striatal/amygdala network due to Aβ. Increased functional connectivity within this network was matched by increases in AβPP gene expression, Aβ and Iba1 immunolabeling, and an upregulated cluster of DEGs involved in the immune response. Conversely, the network measure representing node ‘hubness’, eigenvector centrality, was increased in prefrontal cortical brain regions, but only in female APP-PS1 mice. This female specific-effect of amyloid was associated with downregulation of a cluster of DEGs involved in cortical and striatal GABA transmission, anxiogenic responses, and motor activity, in female APP-PS1 mice, but not males. Conclusions Our results contribute to a growing literature linking between Aβ, immune activation and functional network connectivity. Furthermore, they reveal effects of Aβ on gene expression patterns in female mice that may contribute to amyloidosis-induced dysregulation of non-cognitive circuitry.",4,2025.0,Journal of Alzheimer's Disease,fill
work_15147ba314fccded,1891c869d745a1fc9e8d2c20469bb077b51359ff,unresolved,1,1891c869d745a1fc9e8d2c20469bb077b51359ff,"Higher-Order Surgical Questions for Diffuse Low-Grade Gliomas: Supramaximal Resection, Neuroplasticity, and Screening.",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f1c44dfe642cd72b4009a7c6df4596f81bbc75c9c8a5a491272c87b14fedf85d,batch_003,out_of_scope,[],0.85,migrates within the connectome,Clinical neurosurgery review using connectome metaphor for glioma.,"['generic_health_context', 'ambiguous_connectome_usage']",False,,"Diffuse low-grade glioma (DLGG) is a brain neoplasm that migrates within the connectome and that becomes malignant if left untreated. Early and maximal safe surgical resection by means of awake mapping enables a significant improvement of survival and quality of life. Supramaximal functional-based resection seems to prevent DLGG malignant transformation. Neuroplasticity is helpful to remove DLGG in eloquent areas. When radical excision cannot be achieved due to invasion of critical neural networks, cerebral remapping over time may lead to a reoperation with an optimized resection. To discover and treat DLGG earlier, a screening in the general population should be considered.",24,2019.0,Neurosurgery clinics of North America,fill
work_3845ac8f1d069bce,c6b59f3eccc97a33b7ef7f7e24f35425c8034afe,unresolved,1,c6b59f3eccc97a33b7ef7f7e24f35425c8034afe,The human connectome: Origins and challenges,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c42f3d45d19c87232651ce58b46127a7a037b2516da395d7659f4a83bfe3bf1f,batch_008,out_of_scope,[],0.9,human connectome refers to a map of the brain's structural connections,Conceptual review of macro human connectome origins.,"['ambiguous_connectome_usage', 'generic_network_neuroscience']",False,,"The human connectome refers to a map of the brain's structural connections, rendered as a connection matrix or network. This article attempts to trace some of the historical origins of the connectome, in the process clarifying its definition and scope, as well as its putative role in illuminating brain function. Current efforts to map the connectome face a number of significant challenges, including the issue of capturing network connectivity across multiple spatial scales, accounting for individual variability and structural plasticity, as well as clarifying the role of the connectome in shaping brain dynamics. Throughout, the article argues that these challenges require the development of new approaches for the statistical analysis and computational modeling of brain network data, and greater collaboration across disciplinary boundaries, especially with researchers in complex systems and network science.",425,2013.0,NeuroImage,fill
work_cd16dba68f491027,3ff01407fe4cca2a80346e144f6923bc7089c554,unresolved,1,3ff01407fe4cca2a80346e144f6923bc7089c554,Source imaging of high-density visual evoked potentials with multi-scale brain parcellations and connectomes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2f5b16bdd457f273ad3a0ff5342f939b5ac95d207420c9a70c6b3b6392b238f9,batch_031,out_of_scope,[],0.91,"structural connectomes computed from fiber count, fiber density, average fractional anisotropy and mean diffusivity maps",VEPCON EEG/MRI dataset with diffusion connectomes.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",False,,"We describe the multimodal neuroimaging dataset VEPCON (OpenNeuro Dataset ds003505). It includes raw data and derivatives of high-density EEG, structural MRI, diffusion weighted images (DWI) and single-trial behavior (accuracy, reaction time). Visual evoked potentials (VEPs) were recorded while participants (n = 20) discriminated briefly presented faces from scrambled faces, or coherently moving stimuli from incoherent ones. EEG and MRI were recorded separately from the same participants. The dataset contains raw EEG and behavioral data, pre-processed EEG of single trials in each condition, structural MRIs, individual brain parcellations at 5 spatial resolutions (83 to 1015 regions), and the corresponding structural connectomes computed from fiber count, fiber density, average fractional anisotropy and mean diffusivity maps. For source imaging, VEPCON provides EEG inverse solutions based on individual anatomy, with Python and Matlab scripts to derive activity time-series in each brain region, for each parcellation level. The BIDS-compatible dataset can contribute to multimodal methods development, studying structure-function relations, and to unimodal optimization of source imaging and graph analyses, among many other possibilities. Measurement(s) visual evoked potentials • brain activity measurement • diffusion weighted images Technology Type(s) high-density electroencephalography • magnetic resonance imaging Factor Type(s) visual stimulus Sample Characteristic - Organism Homo sapiens Sample Characteristic - Environment laboratory environment Measurement(s) visual evoked potentials • brain activity measurement • diffusion weighted images Technology Type(s) high-density electroencephalography • magnetic resonance imaging Factor Type(s) visual stimulus Sample Characteristic - Organism Homo sapiens Sample Characteristic - Environment laboratory environment Machine-accessible metadata file describing the reported data: https://doi.org/10.6084/m9.figshare.17074685",19,2021.0,Scientific Data,fill
work_1a10fe21b6152804,425dd63725910b1ceac47c0b33b9f62e85b95c02,core_audit,1,425dd63725910b1ceac47c0b33b9f62e85b95c02,The organization of visual pathways in the Drosophila brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c350073c05581f05e1bbe9cf6e84259c90e2839292f0b613dee09c1c48ba36f2,batch_004,core_relevant,"['biological_application', 'structure_function_modeling', 'network_science']",0.96,male fly connectome now provides the synapse-level wiring,Connectome-based analysis of Drosophila visual pathways.,[],False,,"Visual systems across species transform photoreceptor inputs into diverse perceptual representations through hierarchical networks that extract features via parallel pathways. In Drosophila, the optic lobes are layered, retinotopic visual processing centers that contain two-thirds of the brain’s neurons and support diverse visually guided behaviors. Although this architecture has long suggested hierarchical and parallel organization, a system-wide account of how behaviorally relevant visual features are routed and integrated across a complete visual system—in any animal—has remained elusive. The new male fly connectome now provides the synapse-level wiring needed to trace visual information from photoreceptors through the optic lobes and across the central brain. Applying a network-based analysis of information flow, we reveal a multi-layered architecture organized into distinct, functionally interpretable pathways. Using this framework to propagate signals through these pathways predicts receptive-field structure and feature selectivity consistent with physiological data, enabling large-scale functional annotation of thousands of neuron types. We find that distinct visual input channels are broadly distributed throughout the brain, yet converge in focal regions of feature specificity and acute spatial vision. Together, these analyses provide a neuron-level, connectome-based view of how a brain organizes and transforms visual input.",2,2025.0,bioRxiv,fill
work_a187b1fe08edebdc,fbe5ec05b776461b798fd037250a17a0137d2bfb,unresolved,1,fbe5ec05b776461b798fd037250a17a0137d2bfb,A time-course study of actively stained mouse brains: DTI parameter and connectomic stability over one year,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,e8a65645a9872a2d9f2023349a8f253e6564623497eec2b12e8c35ce0817f88e,batch_024,out_of_scope,[],0.92,"diffusion tensor imaging (DTI), tractography, and connectomics",Fixed mouse DTI connectome stability over time.,[],False,,"While the application of diffusion tensor imaging (DTI), tractography, and connectomics to fixed tissue is a common practice today, there have been limited studies examining the effects of fixation on brain microstructure over extended periods. This mouse model time‐course study reports the changes of regional brain volumes and diffusion scalar parameters, such as fractional anisotropy, across 12 representative brain regions as measures of brain structural stability. The scalar DTI parameters and regional volumes were highly variable over the first 2 weeks after fixation. The same parameters were consistent over a 2–8‐week window after fixation, which means confounds from tissue stability over that scanning window were minimal. Quantitative connectomes were analyzed over the same time with extension out to 1 year. While there was some change in the scalar metrics at 1 year after fixation, these changes were sufficiently small, particularly in white matter, to support reproducible connectomes over a period ranging from 2‐weeks to 1‐year post‐fixation. These findings delineate a scanning period, during which brain volumes, diffusion scalar metrics, and connectomes are remarkably consistent.",3,2021.0,NMR in Biomedicine,fill
work_cc69ed6ee6cb53b8,135b1662e96bc766bfa4402c9f70f66394b29bfd,unresolved,1,135b1662e96bc766bfa4402c9f70f66394b29bfd,Integrative omics of schizophrenia: from genetic determinants to clinical classification and risk prediction,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f4fa11fddb7cf6855444ac6ae60a94c0baa49eb1fe18fae1d1219a9c4ebafb51,batch_031,out_of_scope,[],0.88,Integration of multi-Omics data has thus emerged as an approach... connectomics,Schizophrenia multi-omics review mentioning connectomics.,['generic_health_context'],False,,"Schizophrenia (SCZ) is a debilitating neuropsychiatric disorder with high heritability and complex inheritance. In the past decade, successful identification of numerous susceptibility loci has provided useful insights into the molecular etiology of SCZ. However, applications of these findings to clinical classification and diagnosis, risk prediction, or intervention for SCZ have been limited, and elucidating the underlying genomic and molecular mechanisms of SCZ is still challenging. More recently, multiple Omics technologies – genomics, transcriptomics, epigenomics, proteomics, metabolomics, connectomics, and gut microbiomics – have all been applied to examine different aspects of SCZ pathogenesis. Integration of multi-Omics data has thus emerged as an approach to provide a more comprehensive view of biological complexity, which is vital to enable translation into assessments and interventions of clinical benefit to individuals with SCZ. In this review, we provide a broad survey of the single-omics studies of SCZ, summarize the advantages and challenges of different Omics technologies, and then focus on studies in which multiple omics data are integrated to unravel the complex pathophysiology of SCZ. We believe that integration of multi-Omics technologies would provide a roadmap to create a more comprehensive picture of interactions involved in the complex pathogenesis of SCZ, constitute a rich resource for elucidating the potential molecular mechanisms of the illness, and eventually improve clinical assessments and interventions of SCZ to address clinical translational questions from bench to bedside.",71,2021.0,Molecular Psychiatry,fill
work_d4c66da026d7e292,8d2a26f3140ff253c432f9dd83806eabdf71a5a2,core_audit,1,8d2a26f3140ff253c432f9dd83806eabdf71a5a2,Hue selectivity from recurrent circuitry in Drosophila,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,9d4d0cb25190a06db071ad2ca6801b492e640124c04148eaf24a81d4f5edd266,batch_033,core_relevant,"['structure_function_modeling', 'biological_application']",0.94,construct a connectomics-constrained circuit model that accounts for this hue selectivity,Connectome-constrained Drosophila hue selectivity circuit model.,[],False,,"In the perception of color, wavelengths of light reflected off objects are transformed into the derived quantities of brightness, saturation and hue. Neurons responding selectively to hue have been reported in primate cortex, but it is unknown how their narrow tuning in color space is produced by upstream circuit mechanisms. We report the discovery of neurons in the Drosophila optic lobe with hue-selective properties, which enables circuit-level analysis of color processing. From our analysis of an electron microscopy volume of a whole Drosophila brain, we construct a connectomics-constrained circuit model that accounts for this hue selectivity. Our model predicts that recurrent connections in the circuit are critical for generating hue selectivity. Experiments using genetic manipulations to perturb recurrence in adult flies confirm this prediction. Our findings reveal a circuit basis for hue selectivity in color vision. Christenson et al. describe hue-selective neurons in the fruit fly optic lobe. Using a connectomics-constrained model combined with genetic manipulations of the circuit, they show that recurrent connections are critical for hue selectivity.",10,2024.0,Nature Neuroscience,fill
work_f309e0f9912def93,33e4c9e011573d7950680b891e87b2c24942e9f7,unresolved,1,33e4c9e011573d7950680b891e87b2c24942e9f7,The mysterious middlemen making your vision pop: understanding the function of amacrine cells,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7d86b2587fa4ee7c203336819bab1bef0356906a78e165777ffd58a0d3ea0b75,batch_037,adjacent_relevant,['biological_application'],0.76,connectomics and targeted electrophysiological recordings,Mouse amacrine cell review citing connectomics.,[],True,low_confidence,"In many brain regions, inhibitory interneurons represent a highly diverse class of cells, and the specific roles of most subtypes remain unclear. This diversity is particularly striking in the retina, where amacrine cells, the primary inhibitory interneurons, form the most diverse population, with nearly 67 subtypes in mice. Recent methodological advances have provided unprecedented insight into this complexity. Techniques such as transcriptomics, connectomics and targeted electrophysiological recordings have made it possible to isolate and characterize individual amacrine cell types. Here, we review current knowledge of amacrine cells and discuss how emerging approaches are advancing our understanding of their function, with a focus on the mouse retina. Several subtypes can now be genetically targeted, allowing for detailed study of their morphology and light responses. A promising avenue of research is investigating how these cells process complex stimuli and whether their responses vary across different dendritic compartments. Amacrine cells play a fundamental role in visual computations, often through dedicated circuit motifs. However, for most subtypes, their specific contributions to these motifs remain unknown. A key open question is whether different amacrine subtypes function as independent units within distinct circuits or if they are interconnected within a broader, recurrent inhibitory network. Answering this will be essential to understand how amacrine cells contribute to retinal processing fully.",7,2025.0,Journal of Physiology,fill
work_7946dbb6802bb908,650c87a629f013d3e6af3fe3405a341aa117446f,core_audit,1,650c87a629f013d3e6af3fe3405a341aa117446f,Complexity and Vulnerability Analysis of the C. Elegans Gap Junction Connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1e14f1088f63f0f90710328b252325724b06638f2b0131f933efb1cb30618055,batch_019,core_relevant,"['network_science', 'biological_application']",0.94,Complexity and Vulnerability Analysis of the C. Elegans Gap Junction Connectome,Network complexity analysis of C. elegans gap junction connectome.,[],False,,"We apply a network complexity measure to the gap junction network of the somatic nervous system of C. elegans and find that it possesses a much higher complexity than we might expect from its degree distribution alone. This “excess” complexity is seen to be caused by a relatively small set of connections involving command interneurons. We describe a method which progressively deletes these “complexity-causing” connections, and find that when these are eliminated, the network becomes significantly less complex than a random network. Furthermore, this result implicates the previously-identified set of neurons from the synaptic network’s “rich club” as the structural components encoding the network’s excess complexity. This study and our method thus support a view of the gap junction Connectome as consisting of a rather low-complexity network component whose symmetry is broken by the unique connectivities of singularly important rich club neurons, sharply increasing the complexity of the network.",5,2017.0,Entropy,fill
work_16ee371b07754d0f,179f945736c2cdbe565a84ac5edf723b6f7d417d,core_audit,1,179f945736c2cdbe565a84ac5edf723b6f7d417d,Neuromorphic Simulation of Drosophila Melanogaster Brain Connectome on Loihi 2,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3ad895f075fe14da1b2888393f30a9f4e0cd87ffdad6375408fc05d0375d5873,batch_003,core_relevant,"['infrastructure', 'structure_function_modeling']",0.95,whole-brain connectome of the adult Drosophila melanogaster... 140K neurons and 50M synapses on the Intel Loihi 2,Neuromorphic simulation of fly connectome.,[],False,,"We demonstrate the first-ever nontrivial, biologically realistic connectome simulated on neuromorphic computing hardware. Specifically, we implement the whole-brain connectome of the adult Drosophila melanogaster (fruit fly) from the FlyWire Consortium containing 140K neurons and 50M synapses on the Intel Loihi 2 neuromorphic platform. This task is particularly challenging due to the characteristic connectivity structure of biological networks. Unlike artificial neural networks and most abstracted neural models, real biological circuits exhibit sparse, recurrent, and irregular connectivity that is poorly suited to conventional computing methods intended for dense linear algebra. Though neuromorphic hardware is architecturally better suited to discrete event-based biological communication, mapping the connectivity structure to frontier systems still faces challenges from low-level hardware constraints, such as fan-in and fan-out memory limitations. We describe solutions to these challenges that allow for the full FlyWire connectome to fit onto 12 Loihi 2 chips. We statistically validate our implementation by comparing network behavior across multiple reference simulations. Significantly, we achieve a neuromorphic implementation that is orders of magnitude faster than numerical simulations on conventional hardware, and we also find that performance advantages increase with sparser activity. These results affirm that today's scalable neuromorphic platforms are capable of implementing and accelerating biologically realistic models -- a key enabling technology for advancing neuro-inspired AI and computational neuroscience.",3,2025.0,arXiv.org,fill
