work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason
work_740d7081768c0ae1,a399e1a708ba4ab83e3b861f72b277ab80edf491,core_audit,1,a399e1a708ba4ab83e3b861f72b277ab80edf491,Estimating brain age and identifying important neural connections in mouse models of genetic risk for Alzheimer’s disease,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2f99960684bfc5e63d5871481742ab91ec8285407be10e28770e00ab614aa737,batch_018,out_of_scope,[],0.91,predict age and assess AD risk factors with structural brain connectomes,"Mouse AD structural connectome prediction from imaging, not EM connectomics.",['generic_health_context'],True,core_noise_audit
work_74206fd085d4b317,fa6db464e32c7f016d1da222cb1624da08151241,core_audit,1,fa6db464e32c7f016d1da222cb1624da08151241,Multisensory Integration in Caenorhabditis elegans in Comparison to Mammals,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,aa4ebba9c2cba8aaacfd04defa3892c3ff8e1980210e4d5bf98726aa7ed9c8d6,batch_018,adjacent_relevant,['biological_application'],0.84,insight into the general principles of sensory neurobiology owing to C. elegans,C. elegans multisensory integration review without connectome mapping.,[],True,low_confidence
work_7427c63625131013,848466d469e153ba4899082708850b5533ea73ce,unresolved,1,848466d469e153ba4899082708850b5533ea73ce,A parcellation-based model of the auditory network.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5dd8c9421bea3af082bd947421e1655228e89110ce9a0ec03b35a399bda3df26,batch_018,out_of_scope,[],0.94,understanding of this network's connectivity has been devoid of tractography specificity,Auditory network parcellation using HCP tractography context.,['diffusion_mri_or_tractography'],True,random_high_confidence_exclusion_audit
work_743bbcc514e88bfd,9d4c8cc330bf7e6bbc4a6adcfc8c90a59d004609,core_audit,1,9d4c8cc330bf7e6bbc4a6adcfc8c90a59d004609,"The Drosophila adult brain: short overview of structure, function, and resources Graphical Review Paper",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f8afd90f90f6819e041b2173081b4ffc483c7199401b748ebaae2d9453bb60c9,batch_018,core_relevant,"['biological_application', 'infrastructure']",0.9,Example of how to navigate the Flywire connectome to find specific neurons,Drosophila brain resource review including Flywire connectome navigation.,[],False,
work_743eabd3892ae7b4,055ca4fe1b58ce2eef80fe1d42110b39a4c09f00,role_bridge,1,055ca4fe1b58ce2eef80fe1d42110b39a4c09f00,FIB-SEM as a Volume Electron Microscopy Approach to Study Cellular Architectures in SARS-CoV-2 and Other Viral Infections: A Practical Primer for a Virologist,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,afc9093e8234a018711715b01432ade141ac3b2d0750bced46f369db06f7d021,batch_018,role_bridge,['acquisition_preparation'],0.86,Focused ion beam scanning electron microscopy (FIB-SEM) occupies a “Goldilocks zone” in vEM,"FIB-SEM vEM primer for virology, not connectomics mapping.",[],False,
work_7450f921fd9ae9bb,5bd7289b1cdd42783f63b648bf43bd9b3f73344c,unresolved,1,5bd7289b1cdd42783f63b648bf43bd9b3f73344c,Functional brain network dynamics mediate the relationship between female reproductive aging and interpersonal adversity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,607d42960fcbbc51a6803b976371cf777e3c360d82d1b4a5e59cbf2bce4954c3,batch_018,out_of_scope,[],0.94,intrinsic functional brain network dynamics mediated the link between reproductive aging,HCP/ABCD macroscale functional network dynamics study.,['resting_state_or_functional_connectivity'],False,
work_74525f86a420804b,4e3da389322dba80f0d78419246b891a2c9d1049,core_audit,1,4e3da389322dba80f0d78419246b891a2c9d1049,Learning and criticality in a self-organizing model of connectome growth,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,13066f7b4de540706d3f0233e610cc1f98686ade5205dab775a97cc7e265d813,batch_018,adjacent_relevant,"['network_science', 'structure_function_modeling']",0.83,relatively large and reliable information has been gathered for connectomes of different species,Theoretical self-organizing model of connectome network growth.,[],True,low_confidence
work_7488033bbcceee6e,c523aca3cba31771bebe6e5d84bd19c70c7dee4f,role_bridge,1,c523aca3cba31771bebe6e5d84bd19c70c7dee4f,"Multivariate investigation of aging in mouse models expressing the Alzheimer’s protective APOE2 allele: integrating cognitive metrics, brain imaging, and blood transcriptomics",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,96486b263172d4eeb095603101e8652a724ea6f0e1e7c00a7a90d943e849a658,batch_018,out_of_scope,[],0.92,"image-derived morphometry and diffusion metrics, structural connectomics",APOE2 mouse aging study using diffusion-based structural connectomics.,"['diffusion_mri_or_tractography', 'generic_health_context']",False,
work_749e4968411ae37d,831ccdf1b4ab4bd3cb79980295009fbd1f98a073,role_bridge,1,831ccdf1b4ab4bd3cb79980295009fbd1f98a073,Invited review: Unearthing the mechanisms of age-related neurodegenerative disease using Caenorhabditis elegans.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c4ffd22e0be09731998df1ce0c3b42fa23a3cea169cf1d5db9a78fb4aed46760,batch_018,role_bridge,"['biological_application', 'health_translation']",0.85,Caenorhabditis elegans is a powerful tool to rapidly study neurodegenerative disorders,C. elegans neurodegeneration model review without connectome mapping.,[],False,
work_74ae11cddb4ef3c5,50ea231208a5329f35b9441e48653741ba1a8b0a,role_bridge,1,50ea231208a5329f35b9441e48653741ba1a8b0a,Cell nuclei segmentation in mm-scale x-ray holographic nanotomography images of mouse brain tissue,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cd46b689f8d587f55f9329f692f44dabd5cddcb6ddf9ff1da6b58de816a4446a,batch_018,role_bridge,"['acquisition_preparation', 'alternative_modality']",0.84,X-ray holographic nanotomography is a non-destructive imaging technique capable of resolving subcellular details,"X-ray nanotomography for neuronal circuit structure, adjacent imaging modality.",[],True,low_confidence
work_74f62186e0093f79,b168129281c0c81d31c3ce31fca23be8f2f08c73,unresolved,1,b168129281c0c81d31c3ce31fca23be8f2f08c73,Local molecular and global connectomic contributions to cross-disorder cortical abnormalities,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7537f109c43162b9466e6e9e718b8de14729d8eb65dbaed8d90c5fb2b2d42bbd,batch_018,out_of_scope,[],0.89,connectome miswiring,Multi-disorder MRI morphometry comparing cortical maps to molecular/connectomic covariates.,"['generic_health_context', 'ambiguous_connectome_usage']",False,
work_74fbfda1e48554b7,f4e95b2247964b214cd4c15a3b2f938a8e7c348d,core_audit,1,f4e95b2247964b214cd4c15a3b2f938a8e7c348d,Synaptic and peptidergic connectome of a neurosecretory center in the annelid brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,6f71e43a30d474b4db24884f6a1a79eef078c8ac9728def7241034e0944dd272,batch_018,core_relevant,"['reconstruction_segmentation', 'synapse_inference', 'biological_application']",0.96,synaptic and peptidergic connectome of an entire neurosecretory center,TEM-based synaptic and peptidergic connectome of annelid neurosecretory center.,[],False,
work_75014d39a0c4236c,df2241cadc6366dc2a417a6c4f8ea89b7705a484,unresolved,1,df2241cadc6366dc2a417a6c4f8ea89b7705a484,Optimal photostimulation selection for iterative activity maps,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1a9870eb8b7d60bd30469afe83aa68577d5688c17beec9d33888c44ce03f64c3,batch_018,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.8,exhaustive connectivity mapping remains experimentally prohibitive because of combinatorial complexity,"Optogenetic circuit mapping framework, not EM connectomics.",[],True,low_confidence
work_75041ede2653fad3,ea1afb61a6e5b139ef1da685b6ba9d8bee159346,core_audit,1,ea1afb61a6e5b139ef1da685b6ba9d8bee159346,Distinct circuit motifs evaluate opposing innate values of odors.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,44627ea017ba6447e04078f2dea8e892bd4757fafccaa0c15a3d2d794e2cd3ec,batch_018,core_relevant,"['biological_application', 'structure_function_modeling']",0.95,A connectome-based spiking network model recapitulating the neural activity,Drosophila odor value computation using connectome-based network model.,[],False,
work_7509c3b5876a233c,9a8bd1686164b0c11664edc0999376257e30b10a,core_audit,1,9a8bd1686164b0c11664edc0999376257e30b10a,Amyloid-β and tau pathologies relate to distinctive brain dysconnectomics in preclinical autosomal-dominant Alzheimer’s disease,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,413bc6868b68392b7e2b56da6d63dcc90cc14a38cc442f47996293183951b8f6,batch_018,out_of_scope,[],0.93,graph-based network analyses to test whether in vivo amyloid-β and tau burden was associated with the segregation and integration of brain functional connections,Preclinical AD functional network dysconnectomics from neuroimaging.,"['resting_state_or_functional_connectivity', 'generic_health_context']",True,core_noise_audit
work_750e9d67fef153c8,810a90053fec526400bd04e44a00b688037f983b,core_audit,1,810a90053fec526400bd04e44a00b688037f983b,Surface Optimisation Governs the Local Design of Physical Networks,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a9de1316ad4d661cdb4abe484b3927e78089425ab4871a2bb895f402606fe9d0,batch_018,adjacent_relevant,['network_science'],0.78,The brain's connectome and the vascular system are examples of physical networks,Physical network geometry study citing brain connectome as example.,[],True,low_confidence
work_751823b568f9c704,b1f1764d59cfc80a0b6bb9c1627c07acf755f123,core_audit,1,b1f1764d59cfc80a0b6bb9c1627c07acf755f123,Effective connectivity modulations related to win and loss outcomes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,857876e9dc37bea065c65dac742dbc3b9b105eb293c8b5c6cb9d539d326d7842,batch_018,out_of_scope,[],0.95,functional magnetic resonance imaging data from the Human Connectome Project,HCP fMRI effective connectivity for monetary outcomes.,['resting_state_or_functional_connectivity'],True,core_noise_audit
work_7519484d8a64bfa5,306d4932b20a5ef616a2d6fec6fc60d2f37aa757,role_bridge,1,306d4932b20a5ef616a2d6fec6fc60d2f37aa757,Computer visualization of three-dimensional image data using IMOD.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b4a41dab1af3b2e28ce41683c1c9df083a490057d2d14679e4d42cf4e748a9a3,batch_018,core_relevant,['infrastructure'],0.96,"computer software package, IMOD, as a tool for analyzing and viewing three-dimensional biological image data",IMOD 3D visualization tool used in connectomics and serial-section reconstructions.,[],False,
work_751bfe2c825a038e,5ca93a9e640a3afad5419f271173c43bbd0b1231,unresolved,1,5ca93a9e640a3afad5419f271173c43bbd0b1231,Thought Chart: tracking the thought with manifold learning during emotion regulation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,892c34e8f0bd0323629d456830da21fefe6cc26020d11d39bfcbb74335425b4f,batch_018,out_of_scope,[],0.94,EEG-based temporal dynamic functional connectomes are created,EEG dynamic functional connectome manifold learning.,['resting_state_or_functional_connectivity'],False,
work_752f35dd28df5fb2,e1f4af2f1eb80ab38aa53059f4fff5a17a862c6a,role_bridge,1,e1f4af2f1eb80ab38aa53059f4fff5a17a862c6a,Unraveling the dataset transcriptomic response of Hydrangea macrophylla stem to mechanical stimulation: De novo assembly and functional annotation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7435896026c68811a8109931b7ce5982c13c8e0cef181b5118967855757dc339,batch_018,out_of_scope,[],0.98,Hydrangea macrophylla stem to mechanical stimulation,Plant transcriptomics study unrelated to neuroscience connectomics.,[],False,
work_7532b67c878dd40c,aae112f03f29f035124b29d440e170309a41ac0f,unresolved,1,aae112f03f29f035124b29d440e170309a41ac0f,MIGRAINE: MRI Graph Reliability Analysis and Inference for Connectomics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,532044980633aa78bb34dd031efaeb3bdcaf09a54be1b1da93dbdc4bc7e6b287,batch_018,out_of_scope,[],0.96,functional or structural brain graphs) can be estimated in humans at ≈ 1 mm3 scale using a combination of diffusion weighted magnetic resonance imaging,MRI connectome estimation pipeline (MIGRAINE).,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",False,
work_75371f7313f33c66,d3f0407421aa3f05f94efa908b620bc42b4810ea,core_audit,1,d3f0407421aa3f05f94efa908b620bc42b4810ea,Synaptic-resolution connectomics: towards large brains and connectomic screening,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,afbadea3a21b276b72e37b1c6428265f1f30d21bb5d380022fdd818181648ce5,batch_018,core_relevant,"['reconstruction_segmentation', 'infrastructure']",0.97,Synaptic-resolution connectomics: towards large brains and connectomic screening,Review of large-scale synaptic-resolution EM connectomics methods.,[],False,
work_754862ae0969ad83,e06c702a2fe0227505754d8ee04008eb057f173a,unresolved,1,e06c702a2fe0227505754d8ee04008eb057f173a,Using GPUs to accelerate computational diffusion MRI: From microstructure estimation to tractography and connectomes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f960a1891275af392ec0e634bfbfd108a11179f78ef1957636bcd077e73c124f,batch_018,out_of_scope,[],0.97,tractography and connectomes,GPU acceleration for diffusion MRI tractography and connectomes.,['diffusion_mri_or_tractography'],False,
work_754bce12dda22d66,8245e990ff2a8794608fc6e8913d6e5fee9b7107,core_audit,1,8245e990ff2a8794608fc6e8913d6e5fee9b7107,"Hub connectivity, neuronal diversity, and gene expression in the C. elegans connectome",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,527ea651abe6b2b0a64505fd3cd56997cd1016da460644c638944c40d54cc018,batch_018,core_relevant,"['network_science', 'biological_application']",0.96,"Hub connectivity, neuronal diversity, and gene expression in the C. elegans connectome",Network analysis of C. elegans connectome hub organization.,[],False,
work_7566bb66ca55aeeb,4ee093ac13e883334d9ea2bb788e43b0b866642e,unresolved,1,4ee093ac13e883334d9ea2bb788e43b0b866642e,KSNet: Advancing autism prediction via KAN-based graph convolution and multi-source data fusion,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,92cbd9db1ac3d26ab904e07fb7dbb141f51f4588ce2002b0bc1372ce992d4693,batch_018,out_of_scope,[],0.94,characterizing intricate connectomes,Autism prediction via GCN on functional brain networks.,"['generic_machine_learning', 'resting_state_or_functional_connectivity']",False,
work_7567f880353dcd49,e045a90e3170b55ff00091a850e8e6ec17f9ebe5,unresolved,1,e045a90e3170b55ff00091a850e8e6ec17f9ebe5,Connectome-based modelling of neurodegenerative diseases: towards precision medicine and mechanistic insight,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,43b9165790032a0e412b255a50d1f4855436c4a86dd86f27d9c35d52ebccdb8d,batch_018,out_of_scope,[],0.9,neuroimaging-based connectomics for the mapping and prediction,Review of neuroimaging connectome-based neurodegeneration modeling.,"['generic_network_neuroscience', 'generic_health_context']",False,
work_756f6e59fdd7c22c,16d75d99e071b9469aac96e75b1382c860aecdc1,unresolved,1,16d75d99e071b9469aac96e75b1382c860aecdc1,ConnectomeNet: A Unified Deep Neural Network Modeling Framework for Multi-Task Learning,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b7ab6a238b85de92a0e98ac0051b272e1af87768c59751d1c65afc1d5aba0548,batch_018,out_of_scope,[],0.92,unified DNN modeling framework called ConnectomeNet,Generic multi-task DNN framework named after connectome metaphor.,"['generic_machine_learning', 'ambiguous_connectome_usage']",False,
work_757086caa187ff85,d4c507bd4c2fecb415265a555ded4d47abab4eaf,unresolved,1,d4c507bd4c2fecb415265a555ded4d47abab4eaf,Deriving robust biomarkers from multi-site resting-state data: An Autism-based example,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0f617916a847e454ad87465dd78b2e391587871a496f00250cfc407c19ec5d64,batch_018,out_of_scope,[],0.95,"inter-site classification of neuropsychiatric status, with an application to the Autism Brain Imaging Data Exchange",Multi-site resting-state fMRI autism classification.,['resting_state_or_functional_connectivity'],False,
work_75710745104c6dbf,a3e7fa97d7bc676207a04de2462ce6b855e817f4,unresolved,1,a3e7fa97d7bc676207a04de2462ce6b855e817f4,Revealing Topological Organization of Human Brain Functional Networks with Resting-State Functional near Infrared Spectroscopy,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cc3b499513fdd92c1d089190dbd69d98dddbaa847a6693064e280008ef5f154f,batch_018,out_of_scope,[],0.94,map functional connectome of the human brain and reveal meaningful and reproducible,fNIRS functional connectome mapping methods.,['resting_state_or_functional_connectivity'],True,random_high_confidence_exclusion_audit
work_757346f4701e0b9d,b78324a75b2adcd6bdf514a84359bcf576f0e07e,core_audit,1,b78324a75b2adcd6bdf514a84359bcf576f0e07e,Cocaine- and Morphine-Induced Synaptic Plasticity in the Nucleus Accumbens,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,45d9d7bbd31383466c4c106c3bf01acf7381fad9de78aafe0ed43f84456c1db5,batch_018,adjacent_relevant,"['synapse_inference', 'biological_application']",0.82,electron microscopic evidence of altered synaptic connectivity within the nucleus accumbens,"EM synapse counting in addiction plasticity, not connectome mapping.",[],True,low_confidence
work_7599ba180a4cf46f,4470a80c435322529ff106f08d54cda399ede684,unresolved,1,4470a80c435322529ff106f08d54cda399ede684,Centralized brain networks underlie body part coordination during grooming,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0a5079ae77a2750c604e749720b72c6d0a90c1af38948d3af23a03229a5e759c,batch_018,adjacent_relevant,['biological_application'],0.8,uncover the neural basis of body part coordination during goal-directed antennal grooming in the fly,Drosophila grooming circuit behavior without connectome reconstruction.,[],True,low_confidence
work_75a8910afe244fc5,9e86e7bc8300f38f0685c97a1f17ce652287e1de,unresolved,1,9e86e7bc8300f38f0685c97a1f17ce652287e1de,Brain topology underlying executive functions across the lifespan: focus on the default mode network,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d7281b2f5c4cbcf53d857f51f35082ec72a01cf751eed1fc63cfa95c2b489fe6,batch_018,out_of_scope,[],0.95,resting state functional magnetic resonance imaging data from the Human Connectome Project Lifespan database,HCP Lifespan resting-state graph theory of executive function networks.,['resting_state_or_functional_connectivity'],False,
work_75ab574f93891fc1,8488e039b02113ed194293705bdb83fa916befbc,core_audit,1,8488e039b02113ed194293705bdb83fa916befbc,Brain chains as topological signatures for Alzheimer’s disease,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,52eeba03719db45682a100c5d39ab1888728737735fa8e80d55f6d8ecf2862f2,batch_018,adjacent_relevant,"['network_science', 'health_translation']",0.81,representation of the brain connectivity as a graph and the seeding of a toxic protein in a specific region,Topological graph model of AD protein spread on macroscale connectivity.,[],True,low_confidence
work_75bf84e1723c1d7e,ee30e8aa271354d6c16eff3d0604d57a3457dcd3,unresolved,1,ee30e8aa271354d6c16eff3d0604d57a3457dcd3,Distinct Structural Connectivity Patterns Associated with Variations in Language Lateralisation,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,87fdafabca6e950e2a78f5d8f008bafeece93eca51669b1b04e02e304a6c0df0,batch_018,out_of_scope,[],0.94,examined 285 healthy participants compare their structural connectomes at the whole-brain level,DTI tractography structural connectome and language lateralization.,['diffusion_mri_or_tractography'],False,
work_75c6fb7f1776db5a,dee1bed7095e71307f36947f31a27b429c2fc21d,core_audit,1,dee1bed7095e71307f36947f31a27b429c2fc21d,Analysis Tools for Large Connectomes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,357ea462dda05e0addd0f27856f7be45bd5f763ce29c019f7782d020a8e55d86,batch_018,core_relevant,"['infrastructure', 'network_science']",0.95,Analysis Tools for Large Connectomes,Review of connectome analysis tools for large EM reconstructions.,[],False,
work_75cb74969bc98615,079f20cc3eee89f34c8ea3ff3477a86ff157e28d,core_audit,1,079f20cc3eee89f34c8ea3ff3477a86ff157e28d,Disrupted basolateral amygdala circuits supports negative valence bias in depressive states,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,22a07994b96452df47e81fee82a173766517e5a0f09d2604d62291516a0d6dd0,batch_018,adjacent_relevant,['biological_application'],0.79,alterations in odor value assignment,"Mouse amygdala circuit study for depression valence bias, not connectome mapping.",[],True,low_confidence
work_75f60831e1632c27,0a8c70f5dda40e8586987c3a156879ae63b8070a,core_audit,1,0a8c70f5dda40e8586987c3a156879ae63b8070a,Feedforward Thalamocortical Connectivity Preserves Stimulus Timing Information in Sensory Pathways,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ed66582b218cd6f3be1394e744ae73b940625f51b511c7c3a92a857c6854f3e5,batch_018,adjacent_relevant,['biological_application'],0.78,Feedforward Thalamocortical Connectivity Preserves Stimulus Timing Information,Thalamocortical timing electrophysiology without connectome reconstruction.,[],True,low_confidence
work_75f99a347ad5f9fa,b025066937242f0727aca489a1cecdad2b81a474,unresolved,1,b025066937242f0727aca489a1cecdad2b81a474,Topology and spectral interconnectivities of higher-order multilayer networks,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c480ec4722dd60c839334a83eddfca737b61f7c7b0426fbdbc968c530ab938e1,batch_018,out_of_scope,[],0.9,Multilayer networks have permeated all areas of science as an abstraction for interdependent heterogeneous complex systems,Generic higher-order network theory without brain connectomics focus.,['generic_network_neuroscience'],True,random_high_confidence_exclusion_audit
work_76118501ef9227c0,77246c03346222e62ade50637e5fd0b07b7f26c6,role_bridge,1,77246c03346222e62ade50637e5fd0b07b7f26c6,Analysis of Annotation and Differential Expression Methods used in RNA-seq Studies in Crustacean Systems.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,addbdee6f71b40134fb31222d820e1bb8f92f2d760c82f817a834b1002bdb5b0,batch_018,out_of_scope,[],0.98,RNA-seq Studies in Crustacean Systems,Crustacean RNA-seq methods review unrelated to connectomics.,[],True,random_high_confidence_exclusion_audit
work_76196e54256eaff7,0ea33b8db36f6009c7375bb7cc6883de46168a72,unresolved,1,0ea33b8db36f6009c7375bb7cc6883de46168a72,Functional gradients of the cerebellum,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,35a0dde42aa1974af2997098dbc001f53a55866dc00a3bddd1a9862855f4b145,batch_018,out_of_scope,[],0.95,diffusion map embedding to resting-state data from the Human Connectome Project dataset,HCP resting-state cerebellar functional gradients.,['resting_state_or_functional_connectivity'],False,
work_76265534fd9a400f,4a2d0909e471911d1c23a72efe463a24c0240ca1,unresolved,1,4a2d0909e471911d1c23a72efe463a24c0240ca1,The virtual multiple sclerosis patient: on the clinical-radiological paradox,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,013a18261344e2afd171e5a882236b0ae98e26f320936f7428a07fd3ba99a437,batch_018,out_of_scope,[],0.88,The virtual multiple sclerosis patient: on the clinical-radiological paradox,MS clinical modeling without nanoscale connectomics.,['generic_health_context'],False,
work_765885bfc2367645,861b30dfe6e069b7d57f65cc0217f1edaea9dc43,core_audit,1,861b30dfe6e069b7d57f65cc0217f1edaea9dc43,High-Throughput Image Alignment for Connectomics using Frugal Snap Judgments,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d8d277fff11a4345c04715a88ca95e5b7736f4d2769c66157d56f244f4d557ea,batch_018,core_relevant,"['reconstruction_segmentation', 'infrastructure']",0.97,"image alignment directly affects the advancement of connectomics, a field which seeks to understand the structure of the brain through electron microscopy",Quilter/Stacker EM image alignment pipeline for connectomics.,[],False,
work_76655a3d58be42ad,91a633b67282271ed1d985aa26404ebe177cca22,unresolved,1,91a633b67282271ed1d985aa26404ebe177cca22,Simulation-based inference on virtual brain models of disorders,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c2f036719f05c3056b505f2323d461e92edfbbb038ec8e50f98e5260f96be9a9,batch_018,out_of_scope,[],0.89,"Connectome-based models, also known as virtual brain models (VBMs)",Simulation-based inference on macroscale virtual brain models.,['generic_network_neuroscience'],False,
work_769d81a48cf8260b,6906ffda71cb3176ff303bba81292f95e7ecdb57,unresolved,1,6906ffda71cb3176ff303bba81292f95e7ecdb57,Rest-task Modulation of fMRI-derived Global Signal Topography is Mediated by Transient Co-activation Patterns,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,38b4e605a9b20bf0b61ffe026cc5688b123181a09b15083eb7d57ba6d96357bf,batch_018,out_of_scope,[],0.95,Recent resting-state fMRI studies have revealed that the global signal (GS) exhibits a non-uniform spatial distribution,HCP rest-task global signal fMRI analysis.,['resting_state_or_functional_connectivity'],False,
work_76a16aca84a9b557,7677f4e4ca5a4be6ac00c78f580746b6979ee216,unresolved,1,7677f4e4ca5a4be6ac00c78f580746b6979ee216,A Cross-Modality Comparison between Structural and Functional Brain Connectivity and Individual Differences in Intelligence,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,792990c0ee162d41802bfac5ade6c66935cc6bb2986e70f960f15da9815c8a2a,batch_018,out_of_scope,[],0.96,Structural connectivity (SC) was estimated by probabilistic tractography,HCP dMRI/fMRI connectivity and intelligence comparison.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",False,
work_76ab8bc031d7769d,f29d79dfdb4476a0f4c7212cf8caa1029557739d,core_audit,1,f29d79dfdb4476a0f4c7212cf8caa1029557739d,Neuronal connectomics: Hydra's non-synaptic nerve net.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8f74f9a62c1f8dd334757c813ad2a232bc7ca26e5c28ba4df2633c71697f7bcf,batch_018,core_relevant,"['reconstruction_segmentation', 'biological_application']",0.93,volume electron microscopy study of the endodermal nerve net reveals connections formed by neural interdigitations,Hydra vEM nerve-net connectomics at non-synaptic connections.,[],False,
work_76cde91826ef7dba,f75c26da0f645056df5d842417a47c3709f9edcc,core_audit,1,f75c26da0f645056df5d842417a47c3709f9edcc,Ancient origin of the rod bipolar cell pathway in the vertebrate retina,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,91706ef02af8850eae566459aa990b527c4c219d41f6a587d1ad942b2649f251,batch_018,adjacent_relevant,['biological_application'],0.81,Vertebrates rely on rod photoreceptors for vision in low-light conditions,"Zebrafish retinal rod pathway conservation study, not connectome mapping.",[],True,low_confidence
work_76cf86007e3f5baf,fb76a48ffc0cf3867e95176242e33831ba0a94a3,core_audit,1,fb76a48ffc0cf3867e95176242e33831ba0a94a3,Visualizing Drosophila connectome with multiview light-sheet macrophotography and iterative expansion microscopy,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,67f27065cff60e130ae68501465766a75e1d33d62d545e25de7bda058307159c,batch_018,core_relevant,"['acquisition_preparation', 'reconstruction_segmentation']",0.96,Visualizing Drosophila connectome with multiview light-sheet macrophotography and iterative expansion microscopy,ExM and light-sheet imaging for Drosophila connectome visualization.,[],False,
work_76eee6bc48ff9e75,1b1c9c0c93a4909d2a18d21baa7d6e08df1c2b68,unresolved,2,1b1c9c0c93a4909d2a18d21baa7d6e08df1c2b68;a57d7ce1cffc56809141ac1fb395951c300f4066,DREAM,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b8d3fcc04646e5785827c9a382163fae2a94f0c147ed3d1fe24b6b9b586984f9,batch_018,out_of_scope,[],0.87,decoding rhythms of the brain system (DREAM),"EEG rhythm analysis toolbox, not connectomics mapping.",[],False,
